,start_time,away_team,home_team,away_team_score,home_team_score,Season Year
0,2013-10-29 23:00:00+00:00,Team.ORLANDO_MAGIC,Team.INDIANA_PACERS,87,97,2014
1,2013-10-30 00:00:00+00:00,Team.CHICAGO_BULLS,Team.MIAMI_HEAT,95,107,2014
2,2013-10-30 02:30:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.LOS_ANGELES_LAKERS,103,116,2014
3,2013-10-30 23:00:00+00:00,Team.BROOKLYN_NETS,Team.CLEVELAND_CAVALIERS,94,98,2014
4,2013-10-30 23:00:00+00:00,Team.BOSTON_CELTICS,Team.TORONTO_RAPTORS,87,93,2014
5,2013-10-30 23:00:00+00:00,Team.MIAMI_HEAT,Team.PHILADELPHIA_76ERS,110,114,2014
6,2013-10-30 23:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.DETROIT_PISTONS,102,113,2014
7,2013-10-30 23:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.NEW_YORK_KNICKS,83,90,2014
8,2013-10-31 00:00:00+00:00,Team.INDIANA_PACERS,Team.NEW_ORLEANS_PELICANS,95,90,2014
9,2013-10-31 00:00:00+00:00,Team.ORLANDO_MAGIC,Team.MINNESOTA_TIMBERWOLVES,115,120,2014
10,2013-10-31 00:00:00+00:00,Team.CHARLOTTE_BOBCATS,Team.HOUSTON_ROCKETS,83,96,2014
11,2013-10-31 00:30:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.SAN_ANTONIO_SPURS,94,101,2014
12,2013-10-31 00:30:00+00:00,Team.ATLANTA_HAWKS,Team.DALLAS_MAVERICKS,109,118,2014
13,2013-10-31 01:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.UTAH_JAZZ,101,98,2014
14,2013-10-31 02:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.PHOENIX_SUNS,91,104,2014
15,2013-10-31 02:00:00+00:00,Team.DENVER_NUGGETS,Team.SACRAMENTO_KINGS,88,90,2014
16,2013-10-31 02:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.GOLDEN_STATE_WARRIORS,94,125,2014
17,2013-11-01 00:00:00+00:00,Team.NEW_YORK_KNICKS,Team.CHICAGO_BULLS,81,82,2014
18,2013-11-01 02:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.LOS_ANGELES_CLIPPERS,115,126,2014
19,2013-11-01 23:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.CHARLOTTE_BOBCATS,84,90,2014
20,2013-11-01 23:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.ORLANDO_MAGIC,90,110,2014
21,2013-11-01 23:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.WASHINGTON_WIZARDS,109,102,2014
22,2013-11-01 23:30:00+00:00,Team.TORONTO_RAPTORS,Team.ATLANTA_HAWKS,95,102,2014
23,2013-11-01 23:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.BOSTON_CELTICS,105,98,2014
24,2013-11-02 00:00:00+00:00,Team.MIAMI_HEAT,Team.BROOKLYN_NETS,100,101,2014
25,2013-11-02 00:00:00+00:00,Team.DALLAS_MAVERICKS,Team.HOUSTON_ROCKETS,105,113,2014
26,2013-11-02 00:00:00+00:00,Team.DETROIT_PISTONS,Team.MEMPHIS_GRIZZLIES,108,111,2014
27,2013-11-02 00:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.MINNESOTA_TIMBERWOLVES,81,100,2014
28,2013-11-02 01:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.DENVER_NUGGETS,113,98,2014
