,start_time,away_team,home_team,away_team_score,home_team_score,Season Year
167,2016-11-17 03:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.SACRAMENTO_KINGS,110,105,2017
168,2016-11-18 00:00:00+00:00,Team.NEW_YORK_KNICKS,Team.WASHINGTON_WIZARDS,112,119,2017
169,2016-11-18 00:30:00+00:00,Team.MILWAUKEE_BUCKS,Team.MIAMI_HEAT,73,96,2017
170,2016-11-18 01:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.HOUSTON_ROCKETS,109,126,2017
171,2016-11-18 01:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.MINNESOTA_TIMBERWOLVES,86,110,2017
172,2016-11-18 03:30:00+00:00,Team.CHICAGO_BULLS,Team.UTAH_JAZZ,85,77,2017
173,2016-11-19 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.CHARLOTTE_HORNETS,96,100,2017
174,2016-11-19 00:00:00+00:00,Team.PHOENIX_SUNS,Team.INDIANA_PACERS,116,96,2017
175,2016-11-19 00:30:00+00:00,Team.DETROIT_PISTONS,Team.CLEVELAND_CAVALIERS,81,104,2017
176,2016-11-19 01:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.BOSTON_CELTICS,104,88,2017
177,2016-11-19 01:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.NEW_ORLEANS_PELICANS,101,113,2017
178,2016-11-19 01:00:00+00:00,Team.BROOKLYN_NETS,Team.OKLAHOMA_CITY_THUNDER,105,124,2017
179,2016-11-19 01:30:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.DALLAS_MAVERICKS,80,64,2017
180,2016-11-19 02:00:00+00:00,Team.TORONTO_RAPTORS,Team.DENVER_NUGGETS,113,111,2017
181,2016-11-19 03:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.LOS_ANGELES_LAKERS,116,107,2017
182,2016-11-19 03:30:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.SACRAMENTO_KINGS,121,115,2017
183,2016-11-19 22:00:00+00:00,Team.UTAH_JAZZ,Team.HOUSTON_ROCKETS,102,111,2017
184,2016-11-20 00:00:00+00:00,Team.BOSTON_CELTICS,Team.DETROIT_PISTONS,94,92,2017
185,2016-11-20 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.NEW_ORLEANS_PELICANS,116,121,2017
186,2016-11-20 00:00:00+00:00,Team.DALLAS_MAVERICKS,Team.ORLANDO_MAGIC,87,95,2017
187,2016-11-20 00:00:00+00:00,Team.MIAMI_HEAT,Team.WASHINGTON_WIZARDS,114,111,2017
188,2016-11-20 00:30:00+00:00,Team.PHOENIX_SUNS,Team.PHILADELPHIA_76ERS,105,120,2017
189,2016-11-20 01:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.MEMPHIS_GRIZZLIES,71,93,2017
190,2016-11-20 01:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.MILWAUKEE_BUCKS,124,121,2017
191,2016-11-20 03:30:00+00:00,Team.CHICAGO_BULLS,Team.LOS_ANGELES_CLIPPERS,95,102,2017
192,2016-11-20 17:00:00+00:00,Team.ATLANTA_HAWKS,Team.NEW_YORK_KNICKS,94,104,2017
193,2016-11-20 20:30:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.BROOKLYN_NETS,129,109,2017
194,2016-11-21 00:00:00+00:00,Team.INDIANA_PACERS,Team.OKLAHOMA_CITY_THUNDER,115,111,2017
195,2016-11-21 02:00:00+00:00,Team.UTAH_JAZZ,Team.DENVER_NUGGETS,91,105,2017
196,2016-11-21 02:00:00+00:00,Team.TORONTO_RAPTORS,Team.SACRAMENTO_KINGS,99,102,2017
197,2016-11-21 02:30:00+00:00,Team.CHICAGO_BULLS,Team.LOS_ANGELES_LAKERS,118,110,2017
198,2016-11-22 00:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.CHARLOTTE_HORNETS,105,90,2017
199,2016-11-22 00:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.INDIANA_PACERS,120,83,2017
200,2016-11-22 00:00:00+00:00,Team.MIAMI_HEAT,Team.PHILADELPHIA_76ERS,94,101,2017
201,2016-11-22 00:00:00+00:00,Team.PHOENIX_SUNS,Team.WASHINGTON_WIZARDS,101,106,2017
202,2016-11-22 00:30:00+00:00,Team.HOUSTON_ROCKETS,Team.DETROIT_PISTONS,99,96,2017
203,2016-11-22 01:00:00+00:00,Team.ORLANDO_MAGIC,Team.MILWAUKEE_BUCKS,89,93,2017
204,2016-11-22 01:00:00+00:00,Team.BOSTON_CELTICS,Team.MINNESOTA_TIMBERWOLVES,99,93,2017
205,2016-11-22 01:30:00+00:00,Team.DALLAS_MAVERICKS,Team.SAN_ANTONIO_SPURS,91,96,2017
206,2016-11-22 03:30:00+00:00,Team.TORONTO_RAPTORS,Team.LOS_ANGELES_CLIPPERS,115,123,2017
207,2016-11-23 00:30:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.ATLANTA_HAWKS,112,94,2017
208,2016-11-23 00:30:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.NEW_YORK_KNICKS,103,107,2017
209,2016-11-23 02:00:00+00:00,Team.CHICAGO_BULLS,Team.DENVER_NUGGETS,107,110,2017
210,2016-11-23 03:30:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.LOS_ANGELES_LAKERS,109,111,2017
211,2016-11-24 00:00:00+00:00,Team.SAN_ANTONIO_SPURS,Team.CHARLOTTE_HORNETS,119,114,2017
212,2016-11-24 00:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.CLEVELAND_CAVALIERS,125,137,2017
213,2016-11-24 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.INDIANA_PACERS,96,85,2017
214,2016-11-24 00:00:00+00:00,Team.PHOENIX_SUNS,Team.ORLANDO_MAGIC,92,87,2017
215,2016-11-24 00:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.PHILADELPHIA_76ERS,104,99,2017
216,2016-11-24 00:30:00+00:00,Team.BOSTON_CELTICS,Team.BROOKLYN_NETS,111,92,2017
217,2016-11-24 00:30:00+00:00,Team.MIAMI_HEAT,Team.DETROIT_PISTONS,84,107,2017
218,2016-11-24 01:00:00+00:00,Team.TORONTO_RAPTORS,Team.HOUSTON_ROCKETS,115,102,2017
219,2016-11-24 01:30:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.DALLAS_MAVERICKS,124,104,2017
220,2016-11-24 02:00:00+00:00,Team.DENVER_NUGGETS,Team.UTAH_JAZZ,83,108,2017
221,2016-11-24 02:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.NEW_ORLEANS_PELICANS,96,117,2017
222,2016-11-24 03:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.GOLDEN_STATE_WARRIORS,106,149,2017
223,2016-11-24 03:30:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.SACRAMENTO_KINGS,101,116,2017
224,2016-11-25 18:00:00+00:00,Team.SAN_ANTONIO_SPURS,Team.BOSTON_CELTICS,109,103,2017
225,2016-11-26 00:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.ORLANDO_MAGIC,94,91,2017
226,2016-11-26 00:30:00+00:00,Team.DALLAS_MAVERICKS,Team.CLEVELAND_CAVALIERS,90,128,2017
227,2016-11-26 00:30:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.DETROIT_PISTONS,97,108,2017
