,ID,PTS,FGM,FGA,FG3M,FG3A,FG3_PCT,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,FT_PCT,FG_PCT,TS_PCT,eFG_PCT
60,CHA2020-12-27,58.0,24.0,48.0,7.0,16.0,0.4375,3.0,7.0,6.0,19.0,25.0,20.0,7.0,3.0,2.0,0.0,15.0,9.0,0.4285714285714285,0.5,0.5677368833202819,0.5729166666666666
61,CHI2020-12-27,72.0,23.0,44.0,11.0,24.0,0.4583333333333333,15.0,20.0,5.0,20.0,25.0,14.0,10.0,4.0,2.0,2.0,13.0,13.0,0.75,0.5227272727272727,0.6818181818181819,0.6477272727272727
62,CLE2020-12-27,54.0,21.0,35.0,2.0,7.0,0.2857142857142857,10.0,12.0,4.0,17.0,21.0,10.0,11.0,7.0,1.0,0.0,10.0,10.0,0.8333333333333334,0.6,0.6703078450844091,0.6285714285714286
63,DAL2020-12-27,47.0,14.0,37.0,5.0,21.0,0.238095238095238,14.0,17.0,5.0,17.0,22.0,9.0,6.0,4.0,0.0,2.0,7.0,10.0,0.8235294117647058,0.3783783783783784,0.5283273381294964,0.4459459459459459
64,GSW2020-12-27,69.0,19.0,47.0,9.0,23.0,0.391304347826087,22.0,23.0,7.0,14.0,21.0,10.0,7.0,9.0,2.0,2.0,13.0,13.0,0.9565217391304348,0.4042553191489361,0.6039915966386555,0.5
65,IND2020-12-27,59.0,24.0,41.0,3.0,10.0,0.3,8.0,11.0,2.0,17.0,19.0,11.0,9.0,5.0,5.0,3.0,13.0,12.0,0.7272727272727273,0.5853658536585366,0.6435427574171029,0.6219512195121951
66,LAC2020-12-27,46.0,17.0,39.0,3.0,14.0,0.2142857142857142,9.0,10.0,3.0,17.0,20.0,10.0,6.0,2.0,2.0,0.0,10.0,7.0,0.9,0.4358974358974359,0.5299539170506913,0.4743589743589743
67,LAL2020-12-27,60.0,23.0,42.0,4.0,15.0,0.2666666666666666,10.0,10.0,1.0,16.0,17.0,14.0,6.0,3.0,7.0,3.0,11.0,12.0,1.0,0.5476190476190477,0.646551724137931,0.5952380952380952
68,MIL2020-12-27,65.0,22.0,48.0,4.0,19.0,0.2105263157894736,17.0,22.0,12.0,10.0,22.0,13.0,5.0,4.0,2.0,2.0,10.0,18.0,0.7727272727272727,0.4583333333333333,0.5634535367545076,0.5
69,MIN2020-12-27,46.0,18.0,46.0,3.0,13.0,0.2307692307692307,7.0,10.0,8.0,17.0,25.0,13.0,10.0,4.0,3.0,7.0,12.0,11.0,0.7,0.391304347826087,0.4563492063492063,0.4239130434782608
70,NOP2020-12-27,51.0,20.0,46.0,3.0,11.0,0.2727272727272727,8.0,14.0,5.0,20.0,25.0,7.0,5.0,5.0,3.0,6.0,12.0,13.0,0.5714285714285714,0.4347826086956521,0.4888803680981595,0.4673913043478261
71,NYK2020-12-27,69.0,26.0,43.0,8.0,13.0,0.6153846153846154,9.0,12.0,5.0,15.0,20.0,15.0,10.0,1.0,2.0,2.0,18.0,10.0,0.75,0.6046511627906976,0.7145816072908037,0.6976744186046512
72,ORL2020-12-27,58.0,19.0,42.0,3.0,10.0,0.3,17.0,17.0,6.0,17.0,23.0,9.0,6.0,2.0,1.0,3.0,8.0,13.0,1.0,0.4523809523809524,0.5860953920776071,0.4880952380952381
73,PHI2020-12-27,44.0,17.0,36.0,7.0,19.0,0.3684210526315789,3.0,7.0,2.0,11.0,13.0,13.0,11.0,6.0,0.0,1.0,10.0,10.0,0.4285714285714285,0.4722222222222222,0.5629477993858751,0.5694444444444444
74,PHX2020-12-27,60.0,24.0,48.0,6.0,19.0,0.3157894736842105,6.0,7.0,5.0,19.0,24.0,16.0,6.0,5.0,2.0,1.0,12.0,15.0,0.8571428571428571,0.5,0.5873140172278779,0.5625
75,SAC2020-12-27,47.0,17.0,37.0,6.0,12.0,0.5,7.0,11.0,1.0,17.0,18.0,9.0,10.0,3.0,1.0,2.0,15.0,12.0,0.6363636363636364,0.4594594594594595,0.5616634799235182,0.5405405405405406
76,SAS2020-12-27,50.0,20.0,44.0,4.0,17.0,0.2352941176470588,6.0,6.0,3.0,21.0,24.0,11.0,8.0,3.0,6.0,3.0,13.0,12.0,1.0,0.4545454545454545,0.5360205831903945,0.5
77,WAS2020-12-27,53.0,21.0,51.0,3.0,17.0,0.1764705882352941,8.0,9.0,11.0,15.0,26.0,11.0,6.0,3.0,3.0,1.0,13.0,8.0,0.8888888888888888,0.4117647058823529,0.4821688500727802,0.4411764705882353
78,ATL2020-12-28,63.0,18.0,42.0,8.0,18.0,0.4444444444444444,19.0,20.0,6.0,16.0,22.0,14.0,6.0,3.0,4.0,3.0,13.0,15.0,0.95,0.4285714285714285,0.6200787401574803,0.5238095238095238
79,BKN2020-12-28,51.0,19.0,46.0,5.0,17.0,0.2941176470588235,8.0,9.0,9.0,14.0,23.0,9.0,7.0,4.0,1.0,0.0,9.0,10.0,0.8888888888888888,0.4130434782608695,0.5104083266613291,0.4673913043478261
80,DEN2020-12-28,54.0,19.0,40.0,5.0,12.0,0.4166666666666667,11.0,18.0,4.0,25.0,29.0,13.0,11.0,3.0,6.0,2.0,11.0,14.0,0.6111111111111112,0.475,0.5634390651085142,0.5375
81,DET2020-12-28,64.0,23.0,50.0,7.0,22.0,0.3181818181818182,11.0,11.0,10.0,18.0,28.0,13.0,5.0,3.0,3.0,4.0,15.0,13.0,1.0,0.46,0.5835156819839533,0.53
82,HOU2020-12-28,51.0,18.0,45.0,7.0,23.0,0.3043478260869565,8.0,11.0,1.0,19.0,20.0,13.0,8.0,6.0,2.0,6.0,14.0,11.0,0.7272727272727273,0.4,0.511637239165329,0.4777777777777778
83,LAL2020-12-28,53.0,20.0,44.0,3.0,13.0,0.2307692307692307,10.0,13.0,4.0,17.0,21.0,9.0,8.0,4.0,2.0,5.0,5.0,11.0,0.7692307692307693,0.4545454545454545,0.5329847144006437,0.4886363636363636
84,MEM2020-12-28,52.0,19.0,39.0,4.0,14.0,0.2857142857142857,10.0,11.0,3.0,17.0,20.0,10.0,8.0,4.0,0.0,1.0,10.0,9.0,0.9090909090909092,0.4871794871794871,0.5930656934306568,0.5384615384615384
85,OKC2020-12-28,57.0,22.0,45.0,5.0,16.0,0.3125,8.0,10.0,5.0,11.0,16.0,9.0,8.0,9.0,3.0,3.0,9.0,11.0,0.8,0.4888888888888889,0.576923076923077,0.5444444444444444
86,POR2020-12-28,57.0,22.0,48.0,10.0,25.0,0.4,3.0,4.0,3.0,19.0,22.0,15.0,6.0,5.0,5.0,2.0,11.0,5.0,0.75,0.4583333333333333,0.5727491961414791,0.5625
87,UTA2020-12-28,61.0,22.0,39.0,9.0,20.0,0.45,8.0,10.0,5.0,16.0,21.0,15.0,10.0,5.0,3.0,3.0,11.0,9.0,0.8,0.5641025641025641,0.7027649769585254,0.6794871794871795
88,BOS2020-12-29,58.0,19.0,37.0,3.0,8.0,0.375,17.0,24.0,3.0,14.0,17.0,9.0,7.0,7.0,3.0,2.0,11.0,16.0,0.7083333333333334,0.5135135135135135,0.6097560975609756,0.5540540540540541
89,CHI2020-12-29,63.0,22.0,40.0,7.0,16.0,0.4375,12.0,15.0,1.0,15.0,16.0,15.0,10.0,5.0,1.0,3.0,15.0,15.0,0.8,0.55,0.6759656652360515,0.6375
90,CLE2020-12-29,40.0,14.0,38.0,5.0,15.0,0.3333333333333333,7.0,12.0,4.0,16.0,20.0,10.0,7.0,4.0,5.0,3.0,11.0,11.0,0.5833333333333334,0.3684210526315789,0.4621072088724584,0.4342105263157895
91,DEN2020-12-29,53.0,18.0,38.0,6.0,16.0,0.375,11.0,12.0,2.0,20.0,22.0,10.0,10.0,2.0,4.0,2.0,9.0,10.0,0.9166666666666666,0.4736842105263157,0.6122920517560074,0.5526315789473685
92,DET2020-12-29,55.0,20.0,42.0,5.0,11.0,0.4545454545454545,10.0,14.0,4.0,10.0,14.0,13.0,10.0,5.0,5.0,6.0,15.0,14.0,0.7142857142857143,0.4761904761904761,0.5710132890365449,0.5357142857142857
93,GSW2020-12-29,68.0,22.0,38.0,9.0,16.0,0.5625,15.0,19.0,1.0,18.0,19.0,10.0,13.0,6.0,6.0,5.0,14.0,15.0,0.7894736842105263,0.5789473684210527,0.7333908541846419,0.6973684210526315
94,IND2020-12-29,54.0,20.0,43.0,3.0,14.0,0.2142857142857142,11.0,14.0,4.0,17.0,21.0,14.0,9.0,5.0,2.0,3.0,16.0,11.0,0.7857142857142857,0.4651162790697674,0.549227013832384,0.5
95,LAC2020-12-29,54.0,21.0,42.0,8.0,16.0,0.5,4.0,5.0,2.0,19.0,21.0,14.0,8.0,3.0,3.0,3.0,10.0,6.0,0.8,0.5,0.6108597285067873,0.5952380952380952
96,MIA2020-12-29,46.0,17.0,39.0,5.0,19.0,0.2631578947368421,7.0,12.0,3.0,16.0,19.0,15.0,8.0,2.0,4.0,0.0,9.0,15.0,0.5833333333333334,0.4358974358974359,0.5194218608852755,0.5
97,MIL2020-12-29,61.0,20.0,43.0,13.0,24.0,0.5416666666666666,8.0,8.0,6.0,18.0,24.0,9.0,7.0,5.0,0.0,4.0,15.0,9.0,1.0,0.4651162790697674,0.6556319862424763,0.6162790697674418
98,MIN2020-12-29,51.0,19.0,41.0,6.0,19.0,0.3157894736842105,7.0,9.0,4.0,16.0,20.0,10.0,8.0,3.0,3.0,3.0,6.0,10.0,0.7777777777777778,0.4634146341463415,0.567170818505338,0.5365853658536586
99,NOP2020-12-29,42.0,17.0,39.0,2.0,13.0,0.1538461538461538,6.0,10.0,2.0,23.0,25.0,9.0,7.0,3.0,2.0,3.0,3.0,10.0,0.6,0.4358974358974359,0.4838709677419355,0.4615384615384615
100,NYK2020-12-29,42.0,16.0,40.0,4.0,9.0,0.4444444444444444,6.0,13.0,9.0,20.0,29.0,8.0,12.0,5.0,3.0,5.0,11.0,11.0,0.4615384615384615,0.4,0.4593175853018373,0.45
101,OKC2020-12-29,51.0,20.0,40.0,6.0,16.0,0.375,5.0,14.0,6.0,18.0,24.0,10.0,12.0,1.0,5.0,0.0,11.0,15.0,0.3571428571428571,0.5,0.5524263431542461,0.575
102,ORL2020-12-29,58.0,25.0,50.0,2.0,11.0,0.1818181818181818,6.0,7.0,8.0,18.0,26.0,13.0,6.0,6.0,0.0,5.0,15.0,11.0,0.8571428571428571,0.5,0.546345139412208,0.52
103,PHI2020-12-29,52.0,18.0,35.0,4.0,13.0,0.3076923076923077,12.0,15.0,5.0,22.0,27.0,11.0,12.0,5.0,5.0,0.0,7.0,16.0,0.8,0.5142857142857142,0.625,0.5714285714285714
104,PHX2020-12-29,45.0,17.0,48.0,10.0,28.0,0.3571428571428571,1.0,2.0,8.0,19.0,27.0,12.0,4.0,2.0,3.0,2.0,10.0,3.0,0.5,0.3541666666666667,0.4603109656301145,0.4583333333333333
105,SAC2020-12-29,51.0,21.0,51.0,5.0,15.0,0.3333333333333333,4.0,7.0,6.0,16.0,22.0,14.0,3.0,5.0,2.0,4.0,10.0,9.0,0.5714285714285714,0.4117647058823529,0.4715236686390532,0.4607843137254901
106,TOR2020-12-29,37.0,12.0,41.0,7.0,19.0,0.3684210526315789,6.0,8.0,5.0,12.0,17.0,7.0,11.0,5.0,0.0,5.0,16.0,7.0,0.75,0.2926829268292683,0.4155435759209344,0.3780487804878049
107,WAS2020-12-29,61.0,19.0,39.0,6.0,19.0,0.3157894736842105,17.0,20.0,4.0,13.0,17.0,11.0,11.0,5.0,3.0,1.0,15.0,15.0,0.85,0.4871794871794871,0.6380753138075315,0.5641025641025641
108,ATL2020-12-30,73.0,22.0,49.0,9.0,25.0,0.36,20.0,24.0,10.0,15.0,25.0,14.0,5.0,3.0,0.0,1.0,11.0,15.0,0.8333333333333334,0.4489795918367347,0.6128274009402284,0.5408163265306123
109,BOS2020-12-30,60.0,23.0,42.0,5.0,19.0,0.2631578947368421,9.0,10.0,5.0,14.0,19.0,15.0,9.0,6.0,9.0,0.0,12.0,9.0,0.9,0.5476190476190477,0.646551724137931,0.6071428571428571
110,BKN2020-12-30,78.0,27.0,44.0,10.0,20.0,0.5,14.0,17.0,4.0,16.0,20.0,15.0,6.0,3.0,1.0,0.0,15.0,11.0,0.8235294117647058,0.6136363636363636,0.7575757575757576,0.7272727272727273
111,CHA2020-12-30,50.0,19.0,38.0,7.0,15.0,0.4666666666666667,5.0,6.0,5.0,23.0,28.0,13.0,15.0,2.0,3.0,4.0,14.0,3.0,0.8333333333333334,0.5,0.6151574803149606,0.5921052631578947
112,DAL2020-12-30,42.0,14.0,47.0,5.0,23.0,0.217391304347826,9.0,17.0,9.0,13.0,22.0,8.0,6.0,7.0,4.0,3.0,3.0,14.0,0.5294117647058824,0.2978723404255319,0.3854625550660793,0.351063829787234
113,LAC2020-12-30,52.0,19.0,47.0,4.0,17.0,0.2352941176470588,10.0,14.0,8.0,21.0,29.0,10.0,8.0,8.0,3.0,2.0,15.0,10.0,0.7142857142857143,0.4042553191489361,0.4890895410082769,0.4468085106382978
114,LAL2020-12-30,58.0,22.0,37.0,9.0,11.0,0.8181818181818182,5.0,8.0,3.0,15.0,18.0,14.0,8.0,2.0,1.0,1.0,15.0,8.0,0.625,0.5945945945945946,0.7156959526159921,0.7162162162162162
