,HomeDaysRest,AwayDaysRest,ConferenceBinary,OpponentConferenceBinary,S2015,S2016,S2017,S2018,S2019,S2020,S2021,S2022,HomeQ3,AwayQ3,Avg_HOFFRATING,Avg_HDEFRATING,Avg_AOFFRATING,Avg_ADEFRATING
1209,2.0,2.0,1,0,0,0,0,1,0,0,0,0,85.0,85.0,102.48333333333333,108.53333333333335,103.16666666666667,112.23333333333333
1210,2.0,2.0,1,1,0,0,0,1,0,0,0,0,72.0,83.0,103.11666666666667,109.39999999999999,97.56666666666668,105.86666666666667
1211,2.0,3.0,1,0,0,0,0,1,0,0,0,0,86.0,96.0,106.68333333333334,110.38333333333334,112.81666666666666,100.86666666666666
1212,3.0,1.0,1,0,0,0,0,1,0,0,0,0,85.0,100.0,109.60000000000001,112.9833333333333,100.0,102.06666666666666
1213,2.0,3.0,1,1,0,0,0,1,0,0,0,0,79.0,73.0,110.93333333333334,114.85000000000002,103.56666666666666,107.76666666666667
1214,4.0,2.0,1,1,0,0,0,1,0,0,0,0,84.0,70.0,110.55000000000001,116.18333333333334,104.39999999999999,110.64999999999999
1215,3.0,3.0,1,1,0,0,0,1,0,0,0,0,83.0,96.0,106.63333333333334,111.33333333333333,108.80000000000001,109.88333333333333
1216,2.0,2.0,1,1,0,0,0,1,0,0,0,0,85.0,87.0,105.95,113.8,122.05,106.06666666666666
1217,1.0,1.0,1,0,0,0,0,1,0,0,0,0,88.0,89.0,106.63333333333333,114.18333333333334,103.85000000000001,109.73333333333335
1218,2.0,2.0,1,0,0,0,0,1,0,0,0,0,87.0,94.0,106.81666666666666,111.13333333333333,98.23333333333333,113.33333333333333
1219,2.0,2.0,1,1,0,0,0,1,0,0,0,0,87.0,75.0,109.2,111.41666666666667,104.94999999999999,113.10000000000001
1220,2.0,2.0,1,1,0,0,0,1,0,0,0,0,89.0,87.0,108.66666666666667,111.01666666666665,112.33333333333331,107.08333333333333
1221,1.0,1.0,1,1,0,0,0,1,0,0,0,0,70.0,83.0,110.91666666666667,117.09999999999998,107.21666666666665,103.26666666666665
1222,2.0,2.0,1,1,0,0,0,1,0,0,0,0,86.0,83.0,110.91666666666667,115.64999999999999,93.66666666666667,106.48333333333333
1223,3.0,2.0,1,1,0,0,1,0,0,0,0,0,66.0,79.0,102.15000000000002,107.05000000000001,107.56666666666666,110.5
1224,2.0,2.0,1,0,0,0,1,0,0,0,0,0,77.0,92.0,100.18333333333334,109.85000000000001,102.83333333333333,113.14999999999999
1225,2.0,2.0,1,1,0,0,1,0,0,0,0,0,78.0,90.0,103.63333333333334,111.53333333333332,93.88333333333333,102.11666666666667
1226,2.0,3.0,1,1,0,0,1,0,0,0,0,0,81.0,83.0,101.09999999999998,113.03333333333332,102.45,108.13333333333334
1227,2.0,2.0,1,0,0,0,1,0,0,0,0,0,96.0,79.0,104.23333333333333,115.80000000000001,103.88333333333333,108.36666666666667
1228,2.0,2.0,1,0,0,0,1,0,0,0,0,0,75.0,76.0,103.93333333333332,115.95,93.94999999999999,111.81666666666666
1229,2.0,2.0,1,0,0,0,1,0,0,0,0,0,84.0,88.0,103.60000000000001,111.0,108.73333333333333,99.68333333333334
1230,3.0,3.0,1,1,0,0,1,0,0,0,0,0,83.0,88.0,104.01666666666667,110.24999999999999,105.05000000000001,109.14999999999999
1231,3.0,2.0,1,0,0,0,1,0,0,0,0,0,70.0,70.0,106.13333333333333,108.75,102.41666666666667,105.2
1232,1.0,2.0,1,1,0,0,1,0,0,0,0,0,68.0,86.0,106.10000000000001,108.14999999999999,113.84999999999998,109.13333333333334
1233,2.0,2.0,1,1,0,0,1,0,0,0,0,0,73.0,78.0,103.96666666666668,106.78333333333335,106.88333333333333,107.83333333333333
1234,2.0,3.0,1,1,0,0,1,0,0,0,0,0,70.0,86.0,100.75,105.83333333333333,106.73333333333335,101.58333333333333
1235,2.0,3.0,1,0,0,0,1,0,0,0,0,0,79.0,73.0,99.08333333333333,109.0,104.83333333333333,108.73333333333335
1236,2.0,2.0,1,0,0,0,1,0,0,0,0,0,90.0,104.0,98.56666666666666,107.78333333333335,119.58333333333333,115.48333333333333
1237,2.0,2.0,1,1,0,0,1,0,0,0,0,0,85.0,92.0,96.55000000000001,110.06666666666666,103.81666666666666,110.03333333333335
1238,2.0,2.0,1,0,0,0,1,0,0,0,0,0,69.0,91.0,99.3,112.61666666666667,115.33333333333333,106.71666666666668
1239,2.0,2.0,1,1,0,0,1,0,0,0,0,0,89.0,71.0,97.56666666666666,114.13333333333334,105.95,115.38333333333334
1240,2.0,1.0,1,1,0,0,1,0,0,0,0,0,69.0,64.0,100.23333333333333,115.64999999999999,107.78333333333335,111.78333333333335
1241,2.0,2.0,1,1,0,0,1,0,0,0,0,0,74.0,80.0,99.06666666666666,112.14999999999999,106.08333333333331,109.95
1242,2.0,2.0,1,1,0,0,1,0,0,0,0,0,63.0,75.0,99.98333333333333,112.94999999999999,103.19999999999999,112.31666666666668
1243,1.0,2.0,1,1,0,0,1,0,0,0,0,0,72.0,79.0,98.03333333333335,108.36666666666666,113.33333333333333,106.35000000000001
1244,2.0,2.0,1,1,0,0,1,0,0,0,0,0,72.0,74.0,96.63333333333333,105.66666666666667,110.06666666666666,107.61666666666667
1245,3.0,3.0,1,0,0,0,1,0,0,0,0,0,72.0,79.0,98.34999999999998,104.41666666666667,117.51666666666667,110.93333333333334
1246,2.0,2.0,1,1,0,0,1,0,0,0,0,0,82.0,95.0,98.2,105.31666666666666,110.4833333333333,112.51666666666667
1247,2.0,1.0,1,1,0,0,1,0,0,0,0,0,91.0,80.0,103.03333333333335,109.98333333333333,104.58333333333333,109.36666666666666
1248,2.0,3.0,1,0,0,0,1,0,0,0,0,0,83.0,91.0,106.78333333333335,111.31666666666666,98.56666666666666,108.95
1249,1.0,2.0,1,1,0,0,1,0,0,0,0,0,65.0,71.0,108.46666666666668,114.48333333333333,104.01666666666667,103.93333333333332
1250,2.0,2.0,1,0,0,0,1,0,0,0,0,0,72.0,82.0,107.33333333333333,113.39999999999999,94.3,108.23333333333335
1251,2.0,2.0,1,1,0,0,1,0,0,0,0,0,74.0,65.0,109.08333333333333,115.08333333333333,107.80000000000001,118.13333333333334
1252,2.0,2.0,1,0,0,0,1,0,0,0,0,0,84.0,65.0,108.58333333333333,112.68333333333334,102.56666666666666,111.53333333333335
1253,2.0,2.0,1,1,0,0,1,0,0,0,0,0,78.0,79.0,107.5,106.60000000000001,103.66666666666667,108.64999999999999
1254,2.0,1.0,1,1,0,0,1,0,0,0,0,0,89.0,89.0,104.25000000000001,105.10000000000001,104.41666666666667,119.28333333333335
1255,1.0,1.0,1,1,0,0,1,0,0,0,0,0,70.0,61.0,106.69999999999999,103.45,102.51666666666667,106.56666666666666
1256,2.0,2.0,1,1,0,0,1,0,0,0,0,0,75.0,82.0,105.41666666666664,100.18333333333334,107.59999999999998,105.71666666666665
1257,2.0,2.0,1,0,0,1,0,0,0,0,0,0,70.0,73.0,100.28333333333332,101.43333333333334,105.0,106.61666666666667
1258,2.0,1.0,1,0,0,1,0,0,0,0,0,0,80.0,87.0,99.76666666666665,98.25,120.95,109.38333333333334
1259,2.0,3.0,1,0,0,1,0,0,0,0,0,0,80.0,72.0,98.81666666666666,99.16666666666667,103.5,106.56666666666666
1260,2.0,3.0,1,1,0,1,0,0,0,0,0,0,70.0,74.0,100.8,99.31666666666666,92.18333333333334,98.09999999999998
1261,2.0,3.0,1,1,0,1,0,0,0,0,0,0,69.0,83.0,102.58333333333333,99.68333333333332,101.90000000000002,102.23333333333333
1262,2.0,2.0,1,1,0,1,0,0,0,0,0,0,78.0,84.0,97.89999999999999,100.91666666666667,95.2,98.93333333333334
1263,2.0,2.0,1,0,0,1,0,0,0,0,0,0,65.0,75.0,101.2,106.35000000000001,103.18333333333334,102.23333333333333
1264,2.0,1.0,1,0,0,1,0,0,0,0,0,0,87.0,81.0,99.8,108.09999999999998,103.66666666666667,107.61666666666667
1265,3.0,3.0,1,1,0,1,0,0,0,0,0,0,77.0,79.0,102.63333333333333,108.34999999999998,106.95,109.10000000000001
1266,2.0,2.0,1,1,0,1,0,0,0,0,0,0,68.0,79.0,100.64999999999999,109.51666666666667,107.05,100.26666666666667
1267,2.0,2.0,1,1,0,1,0,0,0,0,0,0,56.0,70.0,99.76666666666667,111.84999999999998,108.38333333333334,112.23333333333333
1268,2.0,2.0,1,1,0,1,0,0,0,0,0,0,62.0,60.0,98.36666666666666,109.39999999999998,103.68333333333332,109.8
1269,2.0,3.0,1,0,0,1,0,0,0,0,0,0,56.0,77.0,95.16666666666667,105.85000000000001,113.51666666666667,91.88333333333334
1270,2.0,1.0,1,1,0,1,0,0,0,0,0,0,74.0,75.0,94.88333333333333,107.5,103.61666666666666,111.35000000000001
1271,2.0,2.0,1,0,0,1,0,0,0,0,0,0,79.0,83.0,93.36666666666667,105.0,106.66666666666669,114.16666666666667
1272,2.0,2.0,1,1,0,1,0,0,0,0,0,0,55.0,73.0,95.83333333333333,107.24999999999999,110.76666666666665,101.26666666666667
1273,2.0,2.0,1,0,0,1,0,0,0,0,0,0,57.0,85.0,93.11666666666667,105.08333333333333,104.06666666666666,112.66666666666664
1274,2.0,2.0,1,0,0,1,0,0,0,0,0,0,85.0,77.0,96.41666666666669,109.56666666666666,111.30000000000001,105.8
1275,2.0,1.0,1,1,0,1,0,0,0,0,0,0,73.0,77.0,101.2,111.88333333333334,96.23333333333335,107.93333333333332
1276,2.0,2.0,1,1,0,1,0,0,0,0,0,0,75.0,78.0,104.11666666666666,110.58333333333333,108.14999999999999,111.49999999999999
1277,2.0,2.0,1,1,0,1,0,0,0,0,0,0,77.0,87.0,104.28333333333332,112.7,101.75,107.75
1278,2.0,2.0,1,0,0,1,0,0,0,0,0,0,103.0,85.0,102.83333333333333,111.51666666666667,104.48333333333333,105.66666666666667
1279,2.0,1.0,1,0,0,1,0,0,0,0,0,0,81.0,78.0,109.61666666666667,114.46666666666665,100.56666666666666,102.98333333333333
1280,2.0,2.0,1,0,0,1,0,0,0,0,0,0,63.0,89.0,112.14999999999999,112.26666666666667,106.63333333333333,104.91666666666667
1281,5.0,5.0,1,1,0,1,0,0,0,0,0,0,84.0,76.0,108.91666666666664,113.98333333333335,101.68333333333334,109.41666666666667
1282,2.0,2.0,1,1,0,1,0,0,0,0,0,0,73.0,86.0,110.06666666666666,112.91666666666667,101.60000000000001,101.73333333333333
1283,2.0,1.0,1,1,0,1,0,0,0,0,0,0,79.0,78.0,108.41666666666667,111.51666666666665,98.66666666666667,103.35000000000001
1284,2.0,3.0,1,1,0,1,0,0,0,0,0,0,100.0,83.0,109.14999999999999,111.88333333333333,105.63333333333334,119.43333333333334
1285,3.0,1.0,1,1,0,1,0,0,0,0,0,0,64.0,67.0,109.23333333333333,111.26666666666665,106.38333333333333,104.51666666666667
1286,2.0,1.0,1,1,0,1,0,0,0,0,0,0,80.0,83.0,107.78333333333335,111.05000000000001,112.35000000000001,115.80000000000001
1287,2.0,2.0,1,1,0,1,0,0,0,0,0,0,85.0,93.0,109.73333333333333,108.15000000000002,103.2,108.18333333333334
1288,2.0,3.0,1,0,0,1,0,0,0,0,0,0,66.0,75.0,110.25,108.61666666666666,101.93333333333332,108.35000000000001
1289,1.0,1.0,1,1,0,1,0,0,0,0,0,0,98.0,100.0,109.16666666666667,109.56666666666666,104.95,103.68333333333334
1290,2.0,1.0,1,1,0,1,0,0,0,0,0,0,66.0,78.0,109.21666666666665,109.23333333333335,108.55000000000001,106.30000000000001
1291,4.0,2.0,1,1,1,0,0,0,0,0,0,0,63.0,76.0,108.66666666666667,103.55,105.30000000000001,107.23333333333333
1292,1.0,2.0,1,0,1,0,0,0,0,0,0,0,68.0,58.0,101.46666666666668,104.98333333333333,108.21666666666665,96.25
1293,2.0,2.0,1,1,1,0,0,0,0,0,0,0,55.0,78.0,101.64999999999999,103.78333333333332,104.2,106.03333333333332
1294,3.0,3.0,1,1,1,0,0,0,0,0,0,0,67.0,85.0,95.5,104.16666666666667,107.01666666666667,104.75
1295,2.0,2.0,1,1,1,0,0,0,0,0,0,0,63.0,60.0,93.18333333333334,106.71666666666665,87.78333333333332,92.89999999999999
1296,3.0,2.0,1,1,1,0,0,0,0,0,0,0,66.0,76.0,92.28333333333332,100.55000000000001,102.0,116.14999999999999
1297,2.0,2.0,1,1,1,0,0,0,0,0,0,0,83.0,78.0,91.43333333333332,99.83333333333333,98.60000000000001,106.06666666666668
1298,2.0,1.0,1,0,1,0,0,0,0,0,0,0,76.0,77.0,95.48333333333335,100.16666666666667,95.33333333333333,110.06666666666666
1299,1.0,1.0,1,1,1,0,0,0,0,0,0,0,65.0,79.0,97.61666666666667,101.73333333333333,98.88333333333333,103.48333333333333
1300,2.0,2.0,1,0,1,0,0,0,0,0,0,0,82.0,69.0,99.21666666666665,103.06666666666666,106.88333333333333,110.25
1301,1.0,1.0,1,0,1,0,0,0,0,0,0,0,65.0,65.0,101.86666666666666,100.68333333333334,117.03333333333335,107.83333333333333
1302,2.0,2.0,1,1,1,0,0,0,0,0,0,0,62.0,69.0,100.61666666666667,104.33333333333333,93.56666666666666,98.85000000000001
1303,2.0,2.0,1,1,1,0,0,0,0,0,0,0,71.0,64.0,99.64999999999999,104.14999999999999,90.26666666666667,111.06666666666666
1304,2.0,2.0,1,0,1,0,0,0,0,0,0,0,70.0,86.0,97.61666666666666,103.5,108.3,107.96666666666665
1305,2.0,3.0,1,0,1,0,0,0,0,0,0,0,65.0,82.0,96.35000000000001,105.73333333333335,103.38333333333334,112.11666666666667
1306,1.0,1.0,1,1,1,0,0,0,0,0,0,0,70.0,77.0,98.63333333333334,106.33333333333336,103.16666666666667,114.7
1307,2.0,2.0,1,1,1,0,0,0,0,0,0,0,82.0,91.0,96.53333333333335,107.53333333333335,103.14999999999999,105.83333333333331
1308,3.0,2.0,1,0,1,0,0,0,0,0,0,0,70.0,72.0,101.19999999999999,111.36666666666667,114.11666666666666,104.35000000000001
1309,2.0,3.0,1,1,1,0,0,0,0,0,0,0,68.0,70.0,103.73333333333333,111.71666666666665,90.93333333333334,102.93333333333334
1310,2.0,1.0,1,0,1,0,0,0,0,0,0,0,86.0,80.0,105.26666666666667,111.71666666666668,104.64999999999999,100.55000000000001
1311,2.0,1.0,1,1,1,0,0,0,0,0,0,0,66.0,88.0,107.55,110.85000000000001,95.93333333333334,95.55
1312,2.0,2.0,1,0,1,0,0,0,0,0,0,0,80.0,69.0,106.31666666666666,111.31666666666666,102.46666666666665,104.19999999999999
1313,2.0,2.0,1,0,1,0,0,0,0,0,0,0,63.0,66.0,104.8,108.93333333333334,103.05000000000001,97.05000000000001
1314,2.0,1.0,1,0,1,0,0,0,0,0,0,0,61.0,78.0,102.66666666666667,106.76666666666667,110.38333333333333,107.64999999999999
1315,2.0,2.0,1,1,1,0,0,0,0,0,0,0,79.0,84.0,101.43333333333334,110.05,92.8,100.55
1316,2.0,1.0,1,1,1,0,0,0,0,0,0,0,74.0,83.0,101.08333333333333,110.7,105.39999999999999,105.21666666666668
1317,2.0,2.0,1,1,1,0,0,0,0,0,0,0,79.0,79.0,97.26666666666667,110.85000000000001,118.83333333333336,105.71666666666668
1318,2.0,2.0,1,0,1,0,0,0,0,0,0,0,85.0,74.0,99.31666666666666,107.55,100.86666666666667,107.30000000000001
1319,2.0,2.0,1,1,1,0,0,0,0,0,0,0,84.0,79.0,102.75,108.36666666666667,101.46666666666668,106.25
1320,2.0,2.0,1,1,1,0,0,0,0,0,0,0,77.0,79.0,105.16666666666667,108.76666666666667,116.03333333333335,117.30000000000001
1321,2.0,2.0,1,0,1,0,0,0,0,0,0,0,77.0,64.0,109.74999999999999,109.06666666666666,104.5,101.7
1322,2.0,1.0,1,1,1,0,0,0,0,0,0,0,82.0,94.0,111.06666666666666,108.58333333333333,107.51666666666665,113.10000000000001
1323,2.0,2.0,1,1,1,0,0,0,0,0,0,0,75.0,62.0,114.26666666666667,109.06666666666666,100.19999999999999,104.61666666666666
1324,1.0,2.0,1,1,1,0,0,0,0,0,0,0,65.0,87.0,117.85000000000001,106.89999999999999,106.66666666666669,106.0
1325,2.0,2.0,1,1,1,0,0,0,0,0,0,0,75.0,75.0,115.01666666666667,109.96666666666665,99.85000000000001,102.53333333333335
1326,1.0,2.0,1,1,0,0,0,0,0,0,0,1,81.0,73.0,103.78333333333335,99.75,109.3,106.18333333333334
1327,2.0,2.0,1,1,0,0,0,0,0,0,0,1,90.0,83.0,105.11666666666666,101.83333333333333,107.0,110.35000000000001
1328,3.0,1.0,1,0,0,0,0,0,0,0,0,1,72.0,90.0,109.61666666666667,103.93333333333334,112.75,98.63333333333333
1329,3.0,3.0,1,1,0,0,0,0,0,0,0,1,88.0,84.0,110.11666666666666,106.05000000000001,105.73333333333333,105.21666666666665
1330,3.0,2.0,1,0,0,0,0,0,0,0,0,1,86.0,85.0,110.30000000000001,109.75,109.53333333333335,109.21666666666668
1331,1.0,2.0,1,1,0,0,0,0,0,0,0,1,82.0,79.0,109.0,109.43333333333334,115.35000000000001,105.8
1332,2.0,1.0,1,1,0,0,0,0,0,0,0,1,91.0,100.0,111.30000000000001,109.36666666666667,114.26666666666667,117.25
1333,2.0,1.0,1,1,0,0,0,0,0,0,0,1,85.0,79.0,113.34999999999998,112.41666666666667,103.98333333333333,111.98333333333333
1334,2.0,1.0,1,1,0,0,0,0,0,0,0,1,66.0,74.0,113.18333333333332,110.5,103.64999999999999,115.88333333333334
1335,3.0,2.0,1,1,0,0,0,0,0,0,0,1,82.0,84.0,110.88333333333334,108.55,110.5,111.96666666666668
1336,2.0,3.0,1,0,0,0,0,0,0,0,0,1,73.0,96.0,108.68333333333334,108.34999999999998,114.38333333333334,104.44999999999999
1337,2.0,2.0,1,1,0,0,0,0,0,0,0,1,80.0,98.0,108.56666666666666,111.23333333333333,115.3,108.43333333333334
1338,2.0,2.0,1,0,0,0,0,0,0,0,0,1,91.0,89.0,109.28333333333332,113.33333333333336,107.78333333333335,112.64999999999999
1339,1.0,2.0,1,0,0,0,0,0,0,0,0,1,83.0,100.0,106.91666666666667,111.03333333333335,102.95,110.30000000000001
1340,2.0,2.0,1,0,0,0,0,0,0,0,0,1,95.0,77.0,106.45,115.86666666666667,108.75,114.8
1341,2.0,2.0,1,0,0,0,0,0,0,0,0,1,78.0,92.0,111.71666666666668,117.56666666666668,111.35000000000001,118.44999999999999
1342,1.0,1.0,1,0,0,0,0,0,0,0,0,1,91.0,96.0,110.48333333333335,116.86666666666667,103.95,104.39999999999999
1343,2.0,2.0,1,1,0,0,0,0,0,0,0,1,71.0,97.0,112.43333333333332,117.46666666666665,107.66666666666667,98.71666666666668
1344,2.0,2.0,1,0,0,0,0,0,0,0,0,1,80.0,66.0,109.18333333333332,118.11666666666666,104.86666666666667,120.51666666666667
1345,5.0,5.0,1,1,0,0,0,0,0,0,1,0,80.0,78.0,119.43333333333332,112.36666666666666,124.19999999999999,117.8
1346,2.0,2.0,1,1,0,0,0,0,0,0,1,0,107.0,78.0,116.71666666666665,110.31666666666666,117.94999999999999,114.63333333333333
1347,3.0,3.0,1,1,0,0,0,0,0,0,1,0,67.0,65.0,119.33333333333333,107.88333333333333,122.44999999999999,120.14999999999999
1348,3.0,3.0,1,1,0,0,0,0,0,0,1,0,81.0,69.0,113.23333333333333,101.46666666666668,117.61666666666667,115.01666666666667
1349,2.0,2.0,1,1,0,0,0,0,0,0,1,0,78.0,67.0,109.55,96.85000000000001,115.68333333333334,114.38333333333333
1350,4.0,3.0,1,1,0,0,0,0,0,0,1,0,85.0,88.0,110.08333333333331,96.44999999999999,106.60000000000001,107.08333333333333
1351,5.0,5.0,1,1,0,0,0,0,0,1,0,0,79.0,92.0,111.26666666666667,101.38333333333334,114.11666666666666,111.73333333333333
1352,2.0,2.0,1,1,0,0,0,0,0,1,0,0,93.0,73.0,108.21666666666665,106.98333333333335,112.91666666666667,112.21666666666665
1353,5.0,5.0,1,1,0,0,0,0,0,1,0,0,90.0,79.0,108.28333333333335,107.06666666666666,108.55000000000001,111.21666666666665
1354,2.0,5.0,1,1,0,0,0,0,0,1,0,0,86.0,92.0,108.48333333333333,105.63333333333333,111.60000000000002,110.73333333333333
1355,2.0,2.0,1,1,0,0,0,0,0,1,0,0,86.0,90.0,108.26666666666667,106.28333333333335,110.33333333333333,110.56666666666666
1356,2.0,2.0,1,1,0,0,0,0,0,1,0,0,65.0,73.0,107.21666666666668,107.78333333333335,111.83333333333333,109.51666666666667
1357,4.0,4.0,1,1,0,0,0,0,1,0,0,0,97.0,61.0,114.45,104.73333333333333,111.61666666666667,114.31666666666668
1358,3.0,3.0,1,1,0,0,0,0,1,0,0,0,93.0,76.0,113.68333333333334,103.25,105.11666666666667,112.46666666666668
1359,5.0,5.0,1,1,0,0,0,0,1,0,0,0,71.0,88.0,112.73333333333333,102.60000000000001,109.89999999999999,104.51666666666667
1360,2.0,2.0,1,1,0,0,0,0,1,0,0,0,98.0,73.0,110.28333333333335,106.05,112.56666666666668,101.21666666666668
1361,2.0,2.0,1,1,0,0,0,0,1,0,0,0,80.0,62.0,109.46666666666665,100.88333333333333,110.06666666666666,103.58333333333333
1362,5.0,3.0,1,1,0,0,0,0,1,0,0,0,76.0,83.0,109.61666666666666,98.28333333333335,108.13333333333334,104.48333333333333
1363,2.0,2.0,1,1,0,0,0,0,1,0,0,0,95.0,78.0,109.84999999999998,95.55,105.05000000000001,106.11666666666666
1364,2.0,2.0,1,1,0,0,0,0,1,0,0,0,75.0,72.0,110.49999999999999,98.60000000000001,104.5,109.86666666666667
1365,3.0,3.0,1,1,0,0,0,1,0,0,0,0,85.0,67.0,111.39999999999999,106.53333333333335,102.03333333333335,104.06666666666668
1366,2.0,2.0,1,1,0,0,0,1,0,0,0,0,75.0,67.0,113.81666666666668,105.64999999999999,100.39999999999999,109.43333333333332
1367,2.0,2.0,1,1,0,0,0,1,0,0,0,0,74.0,65.0,113.86666666666667,106.11666666666666,101.0,111.63333333333333
1368,2.0,2.0,1,1,0,0,1,0,0,0,0,0,78.0,46.0,107.7,106.83333333333333,107.33333333333333,101.2
1369,2.0,2.0,1,1,0,0,1,0,0,0,0,0,58.0,64.0,108.28333333333335,103.5,103.88333333333334,105.56666666666668
1370,3.0,3.0,1,1,0,0,1,0,0,0,0,0,61.0,74.0,103.7,101.06666666666668,101.03333333333335,102.61666666666666
1371,3.0,3.0,1,1,1,0,0,0,0,0,0,0,71.0,74.0,101.33333333333333,101.95,110.43333333333334,102.36666666666667
1372,2.0,2.0,1,1,1,0,0,0,0,0,0,0,73.0,71.0,102.0,101.89999999999999,105.71666666666668,99.53333333333335
1373,3.0,3.0,1,1,1,0,0,0,0,0,0,0,52.0,91.0,101.28333333333332,101.55000000000001,105.36666666666667,98.81666666666666
1374,2.0,2.0,1,1,0,0,0,0,0,0,1,0,91.0,78.0,112.85000000000001,96.58333333333333,106.96666666666668,113.06666666666666
1375,2.0,2.0,1,0,0,0,0,0,0,0,1,0,84.0,81.0,118.09999999999998,104.10000000000001,109.95,110.53333333333332
1376,3.0,3.0,1,0,0,0,0,0,0,0,1,0,81.0,86.0,116.2333333333333,107.13333333333333,112.50000000000001,98.5
1377,3.0,2.0,1,1,0,0,0,0,0,0,1,0,94.0,83.0,114.81666666666668,111.36666666666666,110.35000000000001,111.39999999999999
1378,2.0,2.0,1,0,0,0,0,0,0,0,1,0,113.0,77.0,116.51666666666667,111.95,119.64999999999999,112.91666666666667
1379,2.0,1.0,1,1,0,0,0,0,0,0,1,0,106.0,72.0,116.95,110.0,112.01666666666667,105.11666666666667
1380,2.0,2.0,1,1,0,0,0,0,0,0,1,0,91.0,94.0,118.09999999999998,105.78333333333332,122.2,116.56666666666665
1381,2.0,2.0,1,1,0,0,0,0,0,0,1,0,72.0,85.0,118.14999999999999,109.33333333333333,121.0,116.16666666666667
1382,1.0,2.0,1,0,0,0,0,0,0,0,1,0,78.0,62.0,115.95,110.06666666666666,106.61666666666667,108.60000000000001
1383,2.0,1.0,1,0,0,0,0,0,0,0,1,0,99.0,82.0,114.93333333333334,106.01666666666667,114.46666666666665,116.58333333333333
1384,2.0,2.0,1,0,0,0,0,0,0,0,1,0,113.0,89.0,113.13333333333333,104.73333333333333,111.2666666666667,112.55
1385,2.0,1.0,1,0,0,0,0,0,0,0,1,0,103.0,103.0,113.51666666666667,105.68333333333334,121.75,124.53333333333335
1386,2.0,1.0,1,0,0,0,0,0,0,0,1,0,80.0,99.0,114.13333333333334,108.93333333333334,118.2,113.56666666666666
1387,5.0,5.0,1,1,0,0,0,0,0,0,1,0,97.0,78.0,113.2,111.65000000000002,103.64999999999999,105.23333333333333
1388,3.0,1.0,1,0,0,0,0,0,0,0,1,0,88.0,84.0,118.68333333333332,109.41666666666667,108.98333333333333,112.21666666666668
1389,2.0,1.0,1,1,0,0,0,0,0,0,1,0,110.0,94.0,121.08333333333331,112.93333333333335,114.11666666666666,109.75
1390,2.0,2.0,1,1,0,0,0,0,0,0,1,0,100.0,86.0,122.96666666666668,112.45,115.98333333333335,120.2
1391,2.0,2.0,1,1,0,0,0,0,0,0,1,0,89.0,103.0,121.28333333333335,114.66666666666667,117.05000000000001,120.86666666666667
1392,1.0,2.0,1,1,0,0,0,0,0,0,1,0,77.0,81.0,119.23333333333333,114.56666666666666,108.38333333333333,113.05000000000001
1393,1.0,2.0,1,1,0,0,0,0,0,0,1,0,81.0,100.0,119.58333333333333,110.24999999999999,108.89999999999999,107.51666666666667
1394,2.0,1.0,1,0,0,0,0,0,0,0,1,0,89.0,100.0,115.28333333333335,113.18333333333334,124.10000000000001,113.35000000000001
1395,2.0,2.0,1,0,0,0,0,0,0,0,1,0,90.0,83.0,114.83333333333336,115.78333333333332,116.80000000000001,111.55
1396,3.0,1.0,1,1,0,0,0,0,0,0,1,0,108.0,87.0,111.55,117.23333333333333,107.81666666666666,97.94999999999999
1397,2.0,2.0,1,1,0,0,0,0,0,0,1,0,86.0,63.0,111.64999999999999,116.89999999999999,110.81666666666666,100.53333333333335
1398,2.0,2.0,1,1,0,0,0,0,0,0,1,0,90.0,90.0,113.98333333333333,111.98333333333333,117.13333333333333,114.5
1399,2.0,2.0,1,1,0,0,0,0,0,0,1,0,92.0,94.0,115.89999999999999,112.35000000000001,116.28333333333335,113.53333333333335
1400,1.0,2.0,1,1,0,0,0,0,0,0,1,0,103.0,95.0,117.93333333333334,111.85000000000001,115.86666666666666,110.14999999999999
1401,2.0,2.0,1,0,0,0,0,0,0,0,1,0,107.0,92.0,120.18333333333334,111.81666666666668,107.31666666666666,118.53333333333332
1402,1.0,2.0,1,1,0,0,0,0,0,0,1,0,79.0,71.0,122.61666666666667,112.91666666666667,102.21666666666668,109.14999999999999
1403,2.0,2.0,1,1,0,0,0,0,0,0,1,0,99.0,81.0,120.44999999999999,109.76666666666667,124.48333333333335,116.96666666666668
1404,2.0,2.0,1,0,0,0,0,0,0,1,0,0,90.0,83.0,113.35000000000001,104.95,103.48333333333333,101.23333333333333
1405,2.0,2.0,1,1,0,0,0,0,0,1,0,0,81.0,82.0,116.41666666666667,106.33333333333333,104.2,116.96666666666665
1406,1.0,1.0,1,1,0,0,0,0,0,1,0,0,101.0,75.0,114.43333333333334,105.55000000000001,107.11666666666667,117.58333333333333
1407,2.0,1.0,1,1,0,0,0,0,0,1,0,0,100.0,62.0,117.66666666666669,104.05,103.40000000000002,115.09999999999998
1408,3.0,3.0,1,1,0,0,0,0,0,1,0,0,80.0,73.0,121.16666666666667,101.46666666666665,105.05,108.08333333333333
1409,2.0,2.0,1,0,0,0,0,0,0,1,0,0,105.0,86.0,117.64999999999998,97.53333333333335,102.91666666666667,114.68333333333334
