,start_time,away_team,home_team,away_team_score,home_team_score,Season Year
0,2018-10-17 00:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.BOSTON_CELTICS,87,105,2019
1,2018-10-17 02:30:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.GOLDEN_STATE_WARRIORS,100,108,2019
2,2018-10-17 23:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.CHARLOTTE_HORNETS,113,112,2019
3,2018-10-17 23:00:00+00:00,Team.BROOKLYN_NETS,Team.DETROIT_PISTONS,100,103,2019
4,2018-10-17 23:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.INDIANA_PACERS,83,111,2019
5,2018-10-17 23:00:00+00:00,Team.MIAMI_HEAT,Team.ORLANDO_MAGIC,101,104,2019
6,2018-10-17 23:30:00+00:00,Team.ATLANTA_HAWKS,Team.NEW_YORK_KNICKS,107,126,2019
7,2018-10-17 23:30:00+00:00,Team.CLEVELAND_CAVALIERS,Team.TORONTO_RAPTORS,104,116,2019
8,2018-10-18 00:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.HOUSTON_ROCKETS,131,112,2019
9,2018-10-18 00:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.SAN_ANTONIO_SPURS,108,112,2019
10,2018-10-18 02:00:00+00:00,Team.UTAH_JAZZ,Team.SACRAMENTO_KINGS,123,117,2019
11,2018-10-18 02:30:00+00:00,Team.DENVER_NUGGETS,Team.LOS_ANGELES_CLIPPERS,107,98,2019
12,2018-10-18 02:30:00+00:00,Team.DALLAS_MAVERICKS,Team.PHOENIX_SUNS,100,121,2019
13,2018-10-19 00:00:00+00:00,Team.CHICAGO_BULLS,Team.PHILADELPHIA_76ERS,108,127,2019
14,2018-10-19 00:00:00+00:00,Team.MIAMI_HEAT,Team.WASHINGTON_WIZARDS,113,112,2019
15,2018-10-19 02:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.PORTLAND_TRAIL_BLAZERS,119,128,2019
16,2018-10-19 23:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.ORLANDO_MAGIC,120,88,2019
17,2018-10-19 23:30:00+00:00,Team.NEW_YORK_KNICKS,Team.BROOKLYN_NETS,105,107,2019
18,2018-10-20 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.MEMPHIS_GRIZZLIES,117,131,2019
19,2018-10-20 00:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.MINNESOTA_TIMBERWOLVES,123,131,2019
20,2018-10-20 00:00:00+00:00,Team.SACRAMENTO_KINGS,Team.NEW_ORLEANS_PELICANS,129,149,2019
21,2018-10-20 00:00:00+00:00,Team.BOSTON_CELTICS,Team.TORONTO_RAPTORS,101,113,2019
22,2018-10-20 00:30:00+00:00,Team.INDIANA_PACERS,Team.MILWAUKEE_BUCKS,101,118,2019
23,2018-10-20 02:30:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.LOS_ANGELES_CLIPPERS,92,108,2019
24,2018-10-20 02:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.UTAH_JAZZ,124,123,2019
25,2018-10-20 23:00:00+00:00,Team.BROOKLYN_NETS,Team.INDIANA_PACERS,112,132,2019
26,2018-10-20 23:00:00+00:00,Team.TORONTO_RAPTORS,Team.WASHINGTON_WIZARDS,117,113,2019
27,2018-10-20 23:30:00+00:00,Team.BOSTON_CELTICS,Team.NEW_YORK_KNICKS,103,101,2019
28,2018-10-20 23:30:00+00:00,Team.ORLANDO_MAGIC,Team.PHILADELPHIA_76ERS,115,116,2019
29,2018-10-21 00:00:00+00:00,Team.DETROIT_PISTONS,Team.CHICAGO_BULLS,118,116,2019
30,2018-10-21 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.MIAMI_HEAT,113,112,2019
31,2018-10-21 00:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.DALLAS_MAVERICKS,136,140,2019
32,2018-10-21 01:00:00+00:00,Team.PHOENIX_SUNS,Team.DENVER_NUGGETS,91,119,2019
33,2018-10-21 02:00:00+00:00,Team.SAN_ANTONIO_SPURS,Team.PORTLAND_TRAIL_BLAZERS,108,121,2019
34,2018-10-21 02:30:00+00:00,Team.HOUSTON_ROCKETS,Team.LOS_ANGELES_LAKERS,124,115,2019
35,2018-10-21 22:00:00+00:00,Team.ATLANTA_HAWKS,Team.CLEVELAND_CAVALIERS,133,111,2019
36,2018-10-21 23:00:00+00:00,Team.SACRAMENTO_KINGS,Team.OKLAHOMA_CITY_THUNDER,131,120,2019
37,2018-10-22 00:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.DENVER_NUGGETS,98,100,2019
38,2018-10-22 01:00:00+00:00,Team.HOUSTON_ROCKETS,Team.LOS_ANGELES_CLIPPERS,112,115,2019
39,2018-10-22 23:30:00+00:00,Team.ORLANDO_MAGIC,Team.BOSTON_CELTICS,93,90,2019
40,2018-10-22 23:30:00+00:00,Team.CHARLOTTE_HORNETS,Team.TORONTO_RAPTORS,106,127,2019
41,2018-10-23 00:00:00+00:00,Team.NEW_YORK_KNICKS,Team.MILWAUKEE_BUCKS,113,124,2019
42,2018-10-23 00:00:00+00:00,Team.INDIANA_PACERS,Team.MINNESOTA_TIMBERWOLVES,91,101,2019
43,2018-10-23 00:30:00+00:00,Team.CHICAGO_BULLS,Team.DALLAS_MAVERICKS,109,115,2019
44,2018-10-23 01:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.UTAH_JAZZ,92,84,2019
45,2018-10-23 02:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.PORTLAND_TRAIL_BLAZERS,125,124,2019
46,2018-10-23 02:30:00+00:00,Team.PHOENIX_SUNS,Team.GOLDEN_STATE_WARRIORS,103,123,2019
47,2018-10-23 02:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.LOS_ANGELES_LAKERS,143,142,2019
48,2018-10-23 23:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.DETROIT_PISTONS,132,133,2019
49,2018-10-24 00:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.NEW_ORLEANS_PELICANS,109,116,2019
50,2018-10-24 01:00:00+00:00,Team.SACRAMENTO_KINGS,Team.DENVER_NUGGETS,112,126,2019
51,2018-10-24 23:00:00+00:00,Team.DALLAS_MAVERICKS,Team.ATLANTA_HAWKS,104,111,2019
52,2018-10-24 23:00:00+00:00,Team.BROOKLYN_NETS,Team.CLEVELAND_CAVALIERS,102,86,2019
53,2018-10-24 23:30:00+00:00,Team.NEW_YORK_KNICKS,Team.MIAMI_HEAT,87,110,2019
54,2018-10-24 23:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.TORONTO_RAPTORS,105,112,2019
55,2018-10-25 00:00:00+00:00,Team.CHARLOTTE_HORNETS,Team.CHICAGO_BULLS,110,112,2019
56,2018-10-25 00:00:00+00:00,Team.UTAH_JAZZ,Team.HOUSTON_ROCKETS,100,89,2019
57,2018-10-25 00:30:00+00:00,Team.INDIANA_PACERS,Team.SAN_ANTONIO_SPURS,116,96,2019
58,2018-10-25 01:30:00+00:00,Team.PHILADELPHIA_76ERS,Team.MILWAUKEE_BUCKS,108,123,2019
59,2018-10-25 02:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.PHOENIX_SUNS,131,113,2019
60,2018-10-25 02:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.SACRAMENTO_KINGS,92,97,2019
61,2018-10-25 02:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.GOLDEN_STATE_WARRIORS,122,144,2019
62,2018-10-25 23:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.DETROIT_PISTONS,103,110,2019
63,2018-10-25 23:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.ORLANDO_MAGIC,128,114,2019
64,2018-10-26 00:00:00+00:00,Team.BOSTON_CELTICS,Team.OKLAHOMA_CITY_THUNDER,101,95,2019
65,2018-10-26 02:30:00+00:00,Team.DENVER_NUGGETS,Team.LOS_ANGELES_LAKERS,114,121,2019
66,2018-10-26 23:00:00+00:00,Team.CHICAGO_BULLS,Team.CHARLOTTE_HORNETS,106,135,2019
67,2018-10-26 23:30:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.NEW_YORK_KNICKS,128,100,2019
68,2018-10-26 23:30:00+00:00,Team.DALLAS_MAVERICKS,Team.TORONTO_RAPTORS,107,116,2019
69,2018-10-27 00:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.HOUSTON_ROCKETS,133,113,2019
70,2018-10-27 00:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.MINNESOTA_TIMBERWOLVES,125,95,2019
71,2018-10-27 00:00:00+00:00,Team.BROOKLYN_NETS,Team.NEW_ORLEANS_PELICANS,115,117,2019
72,2018-10-27 02:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.SACRAMENTO_KINGS,112,116,2019
73,2018-10-27 23:00:00+00:00,Team.BOSTON_CELTICS,Team.DETROIT_PISTONS,109,89,2019
74,2018-10-27 23:00:00+00:00,Team.UTAH_JAZZ,Team.NEW_ORLEANS_PELICANS,132,111,2019
75,2018-10-27 23:30:00+00:00,Team.CHICAGO_BULLS,Team.ATLANTA_HAWKS,97,85,2019
76,2018-10-27 23:30:00+00:00,Team.INDIANA_PACERS,Team.CLEVELAND_CAVALIERS,119,107,2019
77,2018-10-27 23:30:00+00:00,Team.CHARLOTTE_HORNETS,Team.PHILADELPHIA_76ERS,103,105,2019
78,2018-10-28 00:00:00+00:00,Team.PHOENIX_SUNS,Team.MEMPHIS_GRIZZLIES,96,117,2019
79,2018-10-28 00:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.MIAMI_HEAT,111,120,2019
80,2018-10-28 00:30:00+00:00,Team.ORLANDO_MAGIC,Team.MILWAUKEE_BUCKS,91,113,2019
81,2018-10-28 00:30:00+00:00,Team.LOS_ANGELES_LAKERS,Team.SAN_ANTONIO_SPURS,106,110,2019
82,2018-10-28 21:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.BROOKLYN_NETS,120,114,2019
83,2018-10-28 23:00:00+00:00,Team.UTAH_JAZZ,Team.DALLAS_MAVERICKS,113,104,2019
84,2018-10-28 23:00:00+00:00,Team.PHOENIX_SUNS,Team.OKLAHOMA_CITY_THUNDER,110,117,2019
85,2018-10-29 01:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.LOS_ANGELES_CLIPPERS,104,136,2019
86,2018-10-29 23:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.INDIANA_PACERS,103,93,2019
87,2018-10-29 23:00:00+00:00,Team.ATLANTA_HAWKS,Team.PHILADELPHIA_76ERS,92,113,2019
88,2018-10-29 23:30:00+00:00,Team.SACRAMENTO_KINGS,Team.MIAMI_HEAT,123,113,2019
89,2018-10-29 23:30:00+00:00,Team.BROOKLYN_NETS,Team.NEW_YORK_KNICKS,96,115,2019
90,2018-10-30 00:00:00+00:00,Team.GOLDEN_STATE_WARRIORS,Team.CHICAGO_BULLS,149,124,2019
91,2018-10-30 00:00:00+00:00,Team.TORONTO_RAPTORS,Team.MILWAUKEE_BUCKS,109,124,2019
92,2018-10-30 00:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.MINNESOTA_TIMBERWOLVES,120,124,2019
93,2018-10-30 00:30:00+00:00,Team.DALLAS_MAVERICKS,Team.SAN_ANTONIO_SPURS,108,113,2019
94,2018-10-30 01:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.DENVER_NUGGETS,111,116,2019
95,2018-10-30 23:00:00+00:00,Team.MIAMI_HEAT,Team.CHARLOTTE_HORNETS,113,125,2019
96,2018-10-30 23:00:00+00:00,Team.ATLANTA_HAWKS,Team.CLEVELAND_CAVALIERS,114,136,2019
97,2018-10-30 23:00:00+00:00,Team.SACRAMENTO_KINGS,Team.ORLANDO_MAGIC,107,99,2019
98,2018-10-30 23:30:00+00:00,Team.DETROIT_PISTONS,Team.BOSTON_CELTICS,105,108,2019
99,2018-10-30 23:30:00+00:00,Team.PHILADELPHIA_76ERS,Team.TORONTO_RAPTORS,112,129,2019
100,2018-10-31 00:00:00+00:00,Team.PORTLAND_TRAIL_BLAZERS,Team.HOUSTON_ROCKETS,104,85,2019
101,2018-10-31 00:00:00+00:00,Team.WASHINGTON_WIZARDS,Team.MEMPHIS_GRIZZLIES,95,107,2019
102,2018-10-31 00:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.OKLAHOMA_CITY_THUNDER,110,128,2019
103,2018-10-31 23:30:00+00:00,Team.DETROIT_PISTONS,Team.BROOKLYN_NETS,119,120,2019
104,2018-11-01 00:00:00+00:00,Team.DENVER_NUGGETS,Team.CHICAGO_BULLS,108,107,2019
105,2018-11-01 00:00:00+00:00,Team.UTAH_JAZZ,Team.MINNESOTA_TIMBERWOLVES,125,128,2019
106,2018-11-01 00:00:00+00:00,Team.INDIANA_PACERS,Team.NEW_YORK_KNICKS,107,101,2019
107,2018-11-01 02:30:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.GOLDEN_STATE_WARRIORS,121,131,2019
108,2018-11-01 02:30:00+00:00,Team.DALLAS_MAVERICKS,Team.LOS_ANGELES_LAKERS,113,114,2019
109,2018-11-01 02:30:00+00:00,Team.SAN_ANTONIO_SPURS,Team.PHOENIX_SUNS,120,90,2019
110,2018-11-01 23:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.CHARLOTTE_HORNETS,111,107,2019
111,2018-11-01 23:00:00+00:00,Team.DENVER_NUGGETS,Team.CLEVELAND_CAVALIERS,110,91,2019
112,2018-11-01 23:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.PHILADELPHIA_76ERS,113,122,2019
113,2018-11-01 23:30:00+00:00,Team.SACRAMENTO_KINGS,Team.ATLANTA_HAWKS,146,115,2019
114,2018-11-02 00:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.BOSTON_CELTICS,113,117,2019
115,2018-11-02 02:30:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.PORTLAND_TRAIL_BLAZERS,119,132,2019
116,2018-11-02 23:00:00+00:00,Team.LOS_ANGELES_CLIPPERS,Team.ORLANDO_MAGIC,120,95,2019
117,2018-11-02 23:30:00+00:00,Team.HOUSTON_ROCKETS,Team.BROOKLYN_NETS,119,111,2019
118,2018-11-03 00:00:00+00:00,Team.INDIANA_PACERS,Team.CHICAGO_BULLS,107,105,2019
119,2018-11-03 00:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.WASHINGTON_WIZARDS,134,111,2019
120,2018-11-03 00:30:00+00:00,Team.NEW_YORK_KNICKS,Team.DALLAS_MAVERICKS,118,106,2019
121,2018-11-03 01:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.UTAH_JAZZ,110,100,2019
122,2018-11-03 02:00:00+00:00,Team.TORONTO_RAPTORS,Team.PHOENIX_SUNS,107,98,2019
123,2018-11-03 02:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.GOLDEN_STATE_WARRIORS,99,116,2019
124,2018-11-03 17:00:00+00:00,Team.DETROIT_PISTONS,Team.PHILADELPHIA_76ERS,99,109,2019
125,2018-11-03 23:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.CHARLOTTE_HORNETS,94,126,2019
126,2018-11-03 23:00:00+00:00,Team.BOSTON_CELTICS,Team.INDIANA_PACERS,101,102,2019
127,2018-11-03 23:30:00+00:00,Team.MIAMI_HEAT,Team.ATLANTA_HAWKS,118,123,2019
128,2018-11-04 00:00:00+00:00,Team.HOUSTON_ROCKETS,Team.CHICAGO_BULLS,96,88,2019
129,2018-11-04 00:30:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.SAN_ANTONIO_SPURS,95,109,2019
130,2018-11-04 01:00:00+00:00,Team.UTAH_JAZZ,Team.DENVER_NUGGETS,88,103,2019
131,2018-11-04 02:00:00+00:00,Team.LOS_ANGELES_LAKERS,Team.PORTLAND_TRAIL_BLAZERS,114,110,2019
132,2018-11-04 20:30:00+00:00,Team.SACRAMENTO_KINGS,Team.MILWAUKEE_BUCKS,109,144,2019
133,2018-11-04 23:00:00+00:00,Team.PHILADELPHIA_76ERS,Team.BROOKLYN_NETS,97,122,2019
134,2018-11-04 23:00:00+00:00,Team.NEW_YORK_KNICKS,Team.WASHINGTON_WIZARDS,95,108,2019
135,2018-11-05 00:00:00+00:00,Team.ORLANDO_MAGIC,Team.SAN_ANTONIO_SPURS,117,110,2019
136,2018-11-05 01:00:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.PHOENIX_SUNS,100,102,2019
137,2018-11-05 02:00:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.PORTLAND_TRAIL_BLAZERS,81,111,2019
138,2018-11-05 02:30:00+00:00,Team.TORONTO_RAPTORS,Team.LOS_ANGELES_LAKERS,121,107,2019
139,2018-11-06 00:00:00+00:00,Team.MIAMI_HEAT,Team.DETROIT_PISTONS,120,115,2019
140,2018-11-06 00:00:00+00:00,Team.HOUSTON_ROCKETS,Team.INDIANA_PACERS,98,94,2019
141,2018-11-06 00:00:00+00:00,Team.CLEVELAND_CAVALIERS,Team.ORLANDO_MAGIC,100,102,2019
142,2018-11-06 00:30:00+00:00,Team.CHICAGO_BULLS,Team.NEW_YORK_KNICKS,116,115,2019
143,2018-11-06 01:00:00+00:00,Team.NEW_ORLEANS_PELICANS,Team.OKLAHOMA_CITY_THUNDER,116,122,2019
144,2018-11-06 02:00:00+00:00,Team.BOSTON_CELTICS,Team.DENVER_NUGGETS,107,115,2019
145,2018-11-06 02:00:00+00:00,Team.TORONTO_RAPTORS,Team.UTAH_JAZZ,124,111,2019
146,2018-11-06 03:30:00+00:00,Team.MEMPHIS_GRIZZLIES,Team.GOLDEN_STATE_WARRIORS,101,117,2019
147,2018-11-06 03:30:00+00:00,Team.MINNESOTA_TIMBERWOLVES,Team.LOS_ANGELES_CLIPPERS,109,120,2019
148,2018-11-07 00:00:00+00:00,Team.ATLANTA_HAWKS,Team.CHARLOTTE_HORNETS,102,113,2019
149,2018-11-07 01:30:00+00:00,Team.WASHINGTON_WIZARDS,Team.DALLAS_MAVERICKS,100,119,2019
150,2018-11-07 02:00:00+00:00,Team.BROOKLYN_NETS,Team.PHOENIX_SUNS,104,82,2019
151,2018-11-07 03:00:00+00:00,Team.MILWAUKEE_BUCKS,Team.PORTLAND_TRAIL_BLAZERS,103,118,2019
152,2018-11-08 00:00:00+00:00,Team.OKLAHOMA_CITY_THUNDER,Team.CLEVELAND_CAVALIERS,95,86,2019
153,2018-11-08 00:00:00+00:00,Team.DETROIT_PISTONS,Team.ORLANDO_MAGIC,103,96,2019
154,2018-11-08 00:30:00+00:00,Team.NEW_YORK_KNICKS,Team.ATLANTA_HAWKS,112,107,2019
