,ID,PTS,FGM,FGA,FG3M,FG3A,FG3_PCT,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,FT_PCT,FG_PCT
7978,NOP2018-01-16,17.0,5.0,16.0,2.0,6.0,0.3333333333333333,5.0,8.0,2.0,8.0,10.0,2.0,6.0,2.0,0.0,0.0,4.0,6.0,0.625,0.3125
7979,ORL2018-01-16,35.0,12.0,18.0,3.0,8.0,0.375,8.0,10.0,2.0,11.0,13.0,8.0,6.0,1.0,3.0,1.0,6.0,8.0,0.8,0.6666666666666666
7980,PHX2018-01-16,39.0,13.0,23.0,9.0,16.0,0.5625,4.0,4.0,2.0,6.0,8.0,7.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,0.5652173913043478
7981,POR2018-01-16,26.0,11.0,21.0,3.0,7.0,0.4285714285714285,1.0,2.0,3.0,6.0,9.0,5.0,3.0,0.0,1.0,2.0,3.0,4.0,0.5,0.5238095238095238
7982,ATL2018-01-17,23.0,10.0,22.0,3.0,8.0,0.375,0.0,0.0,3.0,9.0,12.0,9.0,3.0,1.0,1.0,0.0,9.0,1.0,,0.4545454545454545
7983,BKN2018-01-17,31.0,10.0,23.0,6.0,14.0,0.4285714285714285,5.0,9.0,1.0,9.0,10.0,8.0,1.0,2.0,0.0,1.0,10.0,8.0,0.5555555555555556,0.4347826086956521
7984,CHA2018-01-17,31.0,10.0,26.0,4.0,8.0,0.5,7.0,7.0,6.0,7.0,13.0,6.0,4.0,2.0,1.0,3.0,9.0,7.0,1.0,0.3846153846153846
7985,CHI2018-01-17,34.0,14.0,27.0,4.0,13.0,0.3076923076923077,2.0,2.0,6.0,7.0,13.0,7.0,4.0,4.0,1.0,0.0,5.0,4.0,1.0,0.5185185185185185
7986,DEN2018-01-17,23.0,9.0,26.0,1.0,7.0,0.1428571428571428,4.0,4.0,9.0,12.0,21.0,4.0,10.0,3.0,2.0,2.0,12.0,5.0,1.0,0.3461538461538461
7987,DET2018-01-17,18.0,7.0,19.0,4.0,9.0,0.4444444444444444,0.0,3.0,2.0,9.0,11.0,5.0,6.0,3.0,2.0,3.0,7.0,4.0,0.0,0.3684210526315789
7988,GSW2018-01-17,24.0,8.0,17.0,1.0,4.0,0.25,7.0,7.0,1.0,5.0,6.0,4.0,5.0,1.0,0.0,1.0,4.0,5.0,1.0,0.4705882352941176
7989,LAC2018-01-17,29.0,7.0,18.0,3.0,10.0,0.3,12.0,19.0,3.0,6.0,9.0,4.0,3.0,7.0,2.0,2.0,5.0,12.0,0.631578947368421,0.3888888888888889
7990,LAL2018-01-17,18.0,8.0,21.0,2.0,6.0,0.3333333333333333,0.0,0.0,2.0,6.0,8.0,5.0,3.0,4.0,0.0,2.0,3.0,3.0,,0.3809523809523809
7991,MEM2018-01-17,17.0,5.0,21.0,2.0,7.0,0.2857142857142857,5.0,6.0,6.0,6.0,12.0,4.0,5.0,2.0,1.0,3.0,4.0,5.0,0.8333333333333334,0.238095238095238
7992,MIA2018-01-17,28.0,8.0,17.0,2.0,6.0,0.3333333333333333,10.0,10.0,2.0,10.0,12.0,5.0,4.0,1.0,1.0,2.0,6.0,8.0,1.0,0.4705882352941176
7993,MIL2018-01-17,22.0,7.0,18.0,4.0,10.0,0.4,4.0,6.0,2.0,5.0,7.0,5.0,3.0,2.0,2.0,1.0,8.0,6.0,0.6666666666666666,0.3888888888888889
7994,NOP2018-01-17,23.0,8.0,20.0,2.0,5.0,0.4,5.0,8.0,2.0,6.0,8.0,8.0,2.0,1.0,0.0,1.0,1.0,9.0,0.625,0.4
7995,NYK2018-01-17,26.0,9.0,24.0,4.0,7.0,0.5714285714285714,4.0,5.0,7.0,9.0,16.0,4.0,3.0,2.0,3.0,1.0,5.0,4.0,0.8,0.375
7996,OKC2018-01-17,21.0,7.0,20.0,3.0,12.0,0.25,4.0,4.0,7.0,10.0,17.0,4.0,7.0,2.0,2.0,0.0,3.0,3.0,1.0,0.35
7997,SAC2018-01-17,32.0,12.0,19.0,3.0,4.0,0.75,5.0,7.0,2.0,6.0,8.0,6.0,4.0,2.0,1.0,0.0,8.0,5.0,0.7142857142857143,0.631578947368421
7998,SAS2018-01-17,24.0,6.0,18.0,1.0,3.0,0.3333333333333333,11.0,14.0,5.0,9.0,14.0,3.0,5.0,1.0,1.0,0.0,8.0,10.0,0.7857142857142857,0.3333333333333333
7999,TOR2018-01-17,23.0,8.0,20.0,3.0,10.0,0.3,4.0,6.0,3.0,10.0,13.0,5.0,6.0,3.0,3.0,2.0,4.0,7.0,0.6666666666666666,0.4
8000,UTA2018-01-17,32.0,11.0,17.0,1.0,2.0,0.5,9.0,11.0,1.0,5.0,6.0,3.0,3.0,4.0,0.0,1.0,5.0,8.0,0.8181818181818182,0.6470588235294118
8001,WAS2018-01-17,30.0,11.0,19.0,2.0,5.0,0.4,6.0,9.0,3.0,7.0,10.0,9.0,4.0,0.0,3.0,1.0,7.0,9.0,0.6666666666666666,0.5789473684210527
8002,BOS2018-01-18,27.0,8.0,19.0,3.0,7.0,0.4285714285714285,8.0,11.0,1.0,6.0,7.0,5.0,1.0,1.0,1.0,2.0,5.0,11.0,0.7272727272727273,0.4210526315789473
8003,CLE2018-01-18,20.0,7.0,20.0,1.0,8.0,0.125,5.0,8.0,5.0,7.0,12.0,2.0,4.0,1.0,2.0,0.0,7.0,6.0,0.625,0.35
8004,HOU2018-01-18,27.0,9.0,18.0,4.0,8.0,0.5,5.0,6.0,1.0,8.0,9.0,7.0,1.0,0.0,0.0,1.0,5.0,4.0,0.8333333333333334,0.5
8005,IND2018-01-18,12.0,4.0,21.0,1.0,8.0,0.125,3.0,8.0,5.0,10.0,15.0,1.0,3.0,0.0,2.0,2.0,6.0,4.0,0.375,0.1904761904761904
8006,MIN2018-01-18,28.0,11.0,20.0,3.0,9.0,0.3333333333333333,3.0,5.0,2.0,7.0,9.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,0.6,0.55
8007,ORL2018-01-18,23.0,9.0,22.0,0.0,6.0,0.0,5.0,6.0,3.0,9.0,12.0,5.0,3.0,3.0,0.0,2.0,6.0,7.0,0.8333333333333334,0.4090909090909091
8008,PHI2018-01-18,18.0,6.0,14.0,1.0,5.0,0.2,5.0,6.0,1.0,7.0,8.0,2.0,8.0,1.0,2.0,1.0,11.0,5.0,0.8333333333333334,0.4285714285714285
8009,POR2018-01-18,26.0,8.0,22.0,3.0,8.0,0.375,7.0,7.0,3.0,13.0,16.0,2.0,3.0,3.0,2.0,2.0,4.0,6.0,1.0,0.3636363636363636
8010,BKN2018-01-19,34.0,12.0,20.0,2.0,8.0,0.25,8.0,9.0,1.0,12.0,13.0,6.0,2.0,2.0,1.0,1.0,4.0,6.0,0.8888888888888888,0.6
8011,DEN2018-01-19,27.0,8.0,20.0,3.0,9.0,0.3333333333333333,8.0,10.0,3.0,10.0,13.0,4.0,0.0,0.0,2.0,2.0,3.0,7.0,0.8,0.4
8012,DET2018-01-19,38.0,10.0,16.0,4.0,8.0,0.5,14.0,15.0,0.0,8.0,8.0,7.0,3.0,2.0,1.0,0.0,11.0,8.0,0.9333333333333332,0.625
8013,IND2018-01-19,20.0,8.0,24.0,0.0,6.0,0.0,4.0,4.0,5.0,6.0,11.0,2.0,2.0,0.0,2.0,2.0,6.0,5.0,1.0,0.3333333333333333
8014,LAL2018-01-19,25.0,10.0,17.0,4.0,8.0,0.5,1.0,5.0,2.0,9.0,11.0,4.0,3.0,1.0,2.0,2.0,5.0,6.0,0.2,0.5882352941176471
8015,MEM2018-01-19,39.0,15.0,21.0,4.0,7.0,0.5714285714285714,5.0,5.0,2.0,8.0,10.0,8.0,3.0,1.0,0.0,0.0,4.0,4.0,1.0,0.7142857142857143
8016,MIA2018-01-19,26.0,11.0,21.0,1.0,5.0,0.2,3.0,6.0,1.0,8.0,9.0,6.0,3.0,0.0,1.0,1.0,6.0,4.0,0.5,0.5238095238095238
8017,NYK2018-01-19,32.0,11.0,21.0,3.0,5.0,0.6,7.0,11.0,3.0,5.0,8.0,4.0,2.0,1.0,2.0,1.0,9.0,7.0,0.6363636363636364,0.5238095238095238
8018,PHX2018-01-19,23.0,9.0,23.0,3.0,9.0,0.3333333333333333,2.0,3.0,2.0,11.0,13.0,5.0,2.0,0.0,2.0,2.0,7.0,3.0,0.6666666666666666,0.391304347826087
8019,SAC2018-01-19,29.0,10.0,20.0,6.0,10.0,0.6,3.0,3.0,2.0,3.0,5.0,7.0,3.0,2.0,0.0,0.0,4.0,4.0,1.0,0.5
8020,SAS2018-01-19,23.0,8.0,26.0,2.0,9.0,0.2222222222222222,5.0,6.0,6.0,10.0,16.0,4.0,2.0,2.0,2.0,0.0,5.0,6.0,0.8333333333333334,0.3076923076923077
8021,TOR2018-01-19,23.0,8.0,19.0,2.0,6.0,0.3333333333333333,5.0,8.0,1.0,12.0,13.0,4.0,4.0,1.0,0.0,2.0,6.0,5.0,0.625,0.4210526315789473
8022,UTA2018-01-19,37.0,12.0,26.0,4.0,12.0,0.3333333333333333,9.0,12.0,6.0,9.0,15.0,7.0,2.0,0.0,1.0,2.0,7.0,9.0,0.75,0.4615384615384615
8023,WAS2018-01-19,31.0,8.0,19.0,4.0,8.0,0.5,11.0,13.0,2.0,3.0,5.0,5.0,4.0,2.0,0.0,1.0,8.0,11.0,0.8461538461538461,0.4210526315789473
8024,ATL2018-01-20,34.0,10.0,23.0,7.0,16.0,0.4375,7.0,9.0,4.0,6.0,10.0,9.0,4.0,0.0,1.0,1.0,5.0,8.0,0.7777777777777778,0.4347826086956521
8025,CHA2018-01-20,22.0,10.0,22.0,1.0,5.0,0.2,1.0,1.0,1.0,10.0,11.0,6.0,5.0,0.0,2.0,1.0,4.0,4.0,1.0,0.4545454545454545
8026,CHI2018-01-20,36.0,14.0,22.0,7.0,12.0,0.5833333333333334,1.0,1.0,2.0,8.0,10.0,10.0,4.0,2.0,1.0,1.0,8.0,5.0,1.0,0.6363636363636364
8027,CLE2018-01-20,30.0,11.0,20.0,3.0,9.0,0.3333333333333333,5.0,5.0,0.0,5.0,5.0,8.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,0.55
8028,DAL2018-01-20,29.0,11.0,21.0,2.0,4.0,0.5,5.0,8.0,4.0,7.0,11.0,4.0,2.0,2.0,1.0,2.0,6.0,5.0,0.625,0.5238095238095238
8029,GSW2018-01-20,17.0,7.0,19.0,3.0,10.0,0.3,0.0,0.0,1.0,7.0,8.0,6.0,6.0,3.0,3.0,1.0,8.0,3.0,,0.3684210526315789
8030,HOU2018-01-20,24.0,8.0,16.0,3.0,8.0,0.375,5.0,6.0,0.0,10.0,10.0,4.0,4.0,4.0,1.0,3.0,3.0,8.0,0.8333333333333334,0.5
8031,LAC2018-01-20,26.0,8.0,19.0,2.0,11.0,0.1818181818181818,8.0,10.0,1.0,9.0,10.0,4.0,3.0,4.0,0.0,2.0,11.0,7.0,0.8,0.4210526315789473
8032,MEM2018-01-20,23.0,8.0,20.0,2.0,8.0,0.25,5.0,6.0,4.0,5.0,9.0,5.0,2.0,0.0,1.0,1.0,7.0,4.0,0.8333333333333334,0.4
8033,MIA2018-01-20,33.0,12.0,22.0,7.0,10.0,0.7,2.0,4.0,1.0,10.0,11.0,9.0,2.0,3.0,1.0,2.0,4.0,4.0,0.5,0.5454545454545454
8034,MIL2018-01-20,14.0,6.0,22.0,1.0,10.0,0.1,1.0,3.0,4.0,7.0,11.0,3.0,7.0,3.0,0.0,2.0,3.0,4.0,0.3333333333333333,0.2727272727272727
8035,MIN2018-01-20,28.0,8.0,15.0,3.0,5.0,0.6,9.0,13.0,3.0,8.0,11.0,4.0,3.0,0.0,2.0,0.0,5.0,10.0,0.6923076923076923,0.5333333333333333
8036,NOP2018-01-20,28.0,11.0,18.0,2.0,5.0,0.4,4.0,5.0,2.0,9.0,11.0,4.0,4.0,1.0,1.0,1.0,4.0,7.0,0.8,0.6111111111111112
8037,OKC2018-01-20,34.0,16.0,25.0,2.0,3.0,0.6666666666666666,0.0,2.0,5.0,7.0,12.0,11.0,5.0,4.0,1.0,2.0,4.0,1.0,0.0,0.64
8038,PHI2018-01-20,32.0,14.0,21.0,3.0,6.0,0.5,1.0,2.0,1.0,10.0,11.0,10.0,5.0,3.0,2.0,0.0,4.0,3.0,0.5,0.6666666666666666
8039,POR2018-01-20,26.0,10.0,22.0,2.0,7.0,0.2857142857142857,4.0,4.0,3.0,5.0,8.0,5.0,3.0,0.0,2.0,1.0,5.0,6.0,1.0,0.4545454545454545
8040,TOR2018-01-20,26.0,8.0,19.0,3.0,8.0,0.375,7.0,8.0,1.0,3.0,4.0,6.0,1.0,3.0,0.0,2.0,10.0,5.0,0.875,0.4210526315789473
8041,UTA2018-01-20,21.0,5.0,14.0,1.0,6.0,0.1666666666666666,10.0,16.0,1.0,12.0,13.0,2.0,5.0,1.0,2.0,0.0,7.0,11.0,0.625,0.3571428571428571
8042,BOS2018-01-21,24.0,9.0,22.0,2.0,9.0,0.2222222222222222,4.0,5.0,1.0,15.0,16.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,0.8,0.4090909090909091
8043,BKN2018-01-21,24.0,7.0,16.0,2.0,9.0,0.2222222222222222,8.0,11.0,0.0,7.0,7.0,4.0,3.0,0.0,1.0,1.0,3.0,8.0,0.7272727272727273,0.4375
8044,DET2018-01-21,32.0,13.0,25.0,4.0,9.0,0.4444444444444444,2.0,3.0,3.0,8.0,11.0,5.0,1.0,2.0,1.0,1.0,8.0,3.0,0.6666666666666666,0.52
8045,IND2018-01-21,23.0,10.0,25.0,1.0,4.0,0.25,2.0,2.0,1.0,10.0,11.0,2.0,4.0,4.0,0.0,6.0,5.0,3.0,1.0,0.4
8046,LAL2018-01-21,30.0,13.0,20.0,1.0,5.0,0.2,3.0,3.0,1.0,8.0,9.0,10.0,1.0,3.0,1.0,0.0,5.0,4.0,1.0,0.65
8047,NYK2018-01-21,18.0,9.0,20.0,0.0,3.0,0.0,0.0,1.0,2.0,5.0,7.0,7.0,4.0,1.0,0.0,1.0,4.0,5.0,0.0,0.45
8048,ORL2018-01-21,13.0,5.0,26.0,0.0,6.0,0.0,3.0,6.0,7.0,10.0,17.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,0.5,0.1923076923076923
8049,SAS2018-01-21,27.0,9.0,20.0,4.0,9.0,0.4444444444444444,5.0,9.0,2.0,13.0,15.0,6.0,6.0,4.0,6.0,0.0,3.0,5.0,0.5555555555555556,0.45
8050,ATL2018-01-22,30.0,11.0,20.0,3.0,6.0,0.5,5.0,5.0,1.0,8.0,9.0,10.0,3.0,2.0,2.0,2.0,8.0,6.0,1.0,0.55
8051,CHA2018-01-22,20.0,6.0,23.0,1.0,10.0,0.1,7.0,8.0,5.0,7.0,12.0,1.0,3.0,1.0,3.0,0.0,3.0,7.0,0.875,0.2608695652173913
8052,CHI2018-01-22,33.0,10.0,21.0,2.0,6.0,0.3333333333333333,11.0,13.0,4.0,9.0,13.0,5.0,7.0,2.0,1.0,0.0,12.0,8.0,0.8461538461538461,0.4761904761904761
8053,DAL2018-01-22,27.0,10.0,20.0,3.0,9.0,0.3333333333333333,4.0,5.0,2.0,12.0,14.0,5.0,3.0,1.0,1.0,1.0,9.0,5.0,0.8,0.5
8054,DEN2018-01-22,28.0,7.0,19.0,1.0,6.0,0.1666666666666666,13.0,15.0,4.0,7.0,11.0,4.0,2.0,2.0,2.0,2.0,4.0,8.0,0.8666666666666667,0.3684210526315789
8055,HOU2018-01-22,28.0,11.0,20.0,4.0,8.0,0.5,2.0,2.0,2.0,7.0,9.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,0.55
8056,LAC2018-01-22,28.0,8.0,19.0,2.0,7.0,0.2857142857142857,10.0,12.0,4.0,8.0,12.0,6.0,4.0,0.0,0.0,2.0,8.0,10.0,0.8333333333333334,0.4210526315789473
8057,MEM2018-01-22,31.0,9.0,20.0,5.0,9.0,0.5555555555555556,8.0,11.0,2.0,6.0,8.0,5.0,3.0,6.0,0.0,2.0,8.0,7.0,0.7272727272727273,0.45
8058,MIA2018-01-22,22.0,9.0,19.0,1.0,7.0,0.1428571428571428,3.0,4.0,2.0,7.0,9.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,0.75,0.4736842105263157
8059,MIL2018-01-22,33.0,10.0,16.0,1.0,3.0,0.3333333333333333,12.0,15.0,2.0,8.0,10.0,5.0,5.0,3.0,2.0,0.0,6.0,11.0,0.8,0.625
8060,MIN2018-01-22,34.0,11.0,22.0,2.0,6.0,0.3333333333333333,10.0,12.0,5.0,6.0,11.0,5.0,5.0,0.0,2.0,0.0,10.0,8.0,0.8333333333333334,0.5
8061,NOP2018-01-22,33.0,8.0,23.0,3.0,11.0,0.2727272727272727,14.0,17.0,6.0,9.0,15.0,7.0,3.0,5.0,0.0,1.0,8.0,12.0,0.8235294117647058,0.3478260869565217
8062,PHI2018-01-22,18.0,6.0,17.0,1.0,9.0,0.1111111111111111,5.0,9.0,6.0,9.0,15.0,3.0,10.0,1.0,2.0,0.0,7.0,8.0,0.5555555555555556,0.3529411764705882
8063,PHX2018-01-22,26.0,10.0,24.0,3.0,9.0,0.3333333333333333,3.0,3.0,5.0,5.0,10.0,7.0,5.0,4.0,0.0,2.0,11.0,6.0,1.0,0.4166666666666667
8064,POR2018-01-22,23.0,9.0,21.0,1.0,5.0,0.2,4.0,5.0,3.0,8.0,11.0,4.0,3.0,2.0,2.0,2.0,8.0,4.0,0.8,0.4285714285714285
8065,SAC2018-01-22,32.0,12.0,23.0,4.0,6.0,0.6666666666666666,4.0,5.0,2.0,11.0,13.0,10.0,2.0,2.0,0.0,3.0,7.0,3.0,0.8,0.5217391304347826
8066,UTA2018-01-22,27.0,9.0,20.0,2.0,4.0,0.5,7.0,8.0,2.0,8.0,10.0,5.0,4.0,1.0,2.0,2.0,6.0,8.0,0.875,0.45
8067,WAS2018-01-22,21.0,6.0,22.0,2.0,11.0,0.1818181818181818,7.0,12.0,4.0,6.0,10.0,4.0,2.0,1.0,1.0,1.0,5.0,9.0,0.5833333333333334,0.2727272727272727
8068,BOS2018-01-23,33.0,13.0,23.0,4.0,10.0,0.4,3.0,5.0,2.0,8.0,10.0,4.0,2.0,2.0,1.0,1.0,8.0,5.0,0.6,0.5652173913043478
8069,BKN2018-01-23,23.0,9.0,17.0,3.0,6.0,0.5,2.0,4.0,1.0,4.0,5.0,7.0,5.0,0.0,1.0,0.0,6.0,4.0,0.5,0.5294117647058824
8070,CLE2018-01-23,21.0,8.0,15.0,1.0,4.0,0.25,4.0,4.0,0.0,8.0,8.0,6.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,0.5333333333333333
8071,GSW2018-01-23,28.0,11.0,20.0,4.0,7.0,0.5714285714285714,2.0,2.0,1.0,9.0,10.0,10.0,4.0,2.0,1.0,0.0,2.0,4.0,1.0,0.55
8072,LAL2018-01-23,32.0,11.0,19.0,3.0,6.0,0.5,7.0,17.0,4.0,8.0,12.0,6.0,3.0,2.0,1.0,1.0,5.0,8.0,0.4117647058823529,0.5789473684210527
8073,NYK2018-01-23,26.0,11.0,21.0,1.0,3.0,0.3333333333333333,3.0,3.0,1.0,8.0,9.0,6.0,4.0,2.0,0.0,1.0,4.0,2.0,1.0,0.5238095238095238
8074,OKC2018-01-23,35.0,13.0,22.0,5.0,8.0,0.625,4.0,4.0,2.0,7.0,9.0,5.0,1.0,3.0,0.0,1.0,4.0,6.0,1.0,0.5909090909090909
8075,ORL2018-01-23,17.0,6.0,20.0,1.0,8.0,0.125,4.0,5.0,2.0,6.0,8.0,2.0,4.0,3.0,2.0,3.0,6.0,3.0,0.8,0.3
8076,SAC2018-01-23,28.0,9.0,19.0,3.0,8.0,0.375,7.0,7.0,3.0,10.0,13.0,4.0,4.0,3.0,3.0,2.0,3.0,6.0,1.0,0.4736842105263157
8077,SAS2018-01-23,25.0,10.0,20.0,2.0,4.0,0.5,3.0,4.0,3.0,7.0,10.0,6.0,3.0,4.0,1.0,1.0,5.0,2.0,0.75,0.5
8078,ATL2018-01-24,28.0,11.0,22.0,5.0,7.0,0.7142857142857143,1.0,2.0,3.0,10.0,13.0,8.0,6.0,2.0,1.0,1.0,2.0,6.0,0.5,0.5
8079,BOS2018-01-24,22.0,7.0,18.0,3.0,8.0,0.375,5.0,5.0,0.0,8.0,8.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,0.3888888888888889
8080,CHA2018-01-24,23.0,8.0,20.0,2.0,6.0,0.3333333333333333,5.0,8.0,4.0,11.0,15.0,3.0,4.0,0.0,0.0,2.0,9.0,5.0,0.625,0.4
8081,CHI2018-01-24,34.0,12.0,21.0,5.0,10.0,0.5,5.0,5.0,2.0,7.0,9.0,4.0,4.0,1.0,1.0,0.0,3.0,5.0,1.0,0.5714285714285714
8082,DAL2018-01-24,30.0,11.0,22.0,4.0,10.0,0.4,4.0,6.0,1.0,11.0,12.0,7.0,4.0,4.0,0.0,1.0,7.0,7.0,0.6666666666666666,0.5
8083,DET2018-01-24,25.0,8.0,21.0,3.0,8.0,0.375,6.0,9.0,3.0,10.0,13.0,4.0,5.0,2.0,2.0,3.0,4.0,6.0,0.6666666666666666,0.3809523809523809
8084,HOU2018-01-24,19.0,6.0,14.0,4.0,9.0,0.4444444444444444,3.0,8.0,0.0,8.0,8.0,4.0,7.0,3.0,1.0,0.0,7.0,7.0,0.375,0.4285714285714285
8085,IND2018-01-24,17.0,5.0,18.0,1.0,6.0,0.1666666666666666,6.0,10.0,0.0,12.0,12.0,3.0,2.0,0.0,0.0,2.0,9.0,7.0,0.6,0.2777777777777778
8086,LAC2018-01-24,25.0,10.0,18.0,3.0,7.0,0.4285714285714285,2.0,5.0,1.0,9.0,10.0,9.0,4.0,1.0,1.0,1.0,3.0,4.0,0.4,0.5555555555555556
8087,MEM2018-01-24,21.0,10.0,20.0,0.0,6.0,0.0,1.0,1.0,1.0,7.0,8.0,5.0,4.0,3.0,0.0,0.0,6.0,1.0,1.0,0.5
8088,MIN2018-01-24,30.0,11.0,22.0,1.0,3.0,0.3333333333333333,7.0,8.0,2.0,5.0,7.0,7.0,0.0,3.0,0.0,0.0,2.0,6.0,0.875,0.5
8089,NOP2018-01-24,25.0,8.0,20.0,3.0,8.0,0.375,6.0,8.0,2.0,6.0,8.0,5.0,1.0,1.0,2.0,0.0,5.0,9.0,0.75,0.4
8090,PHI2018-01-24,30.0,12.0,21.0,4.0,8.0,0.5,2.0,3.0,2.0,7.0,9.0,7.0,3.0,2.0,0.0,1.0,5.0,3.0,0.6666666666666666,0.5714285714285714
8091,PHX2018-01-24,36.0,11.0,23.0,4.0,12.0,0.3333333333333333,10.0,15.0,2.0,14.0,16.0,7.0,0.0,1.0,2.0,0.0,7.0,9.0,0.6666666666666666,0.4782608695652174
8092,POR2018-01-24,26.0,11.0,16.0,3.0,5.0,0.6,1.0,1.0,0.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,6.0,2.0,1.0,0.6875
8093,SAS2018-01-24,31.0,10.0,19.0,3.0,4.0,0.75,8.0,8.0,2.0,9.0,11.0,6.0,3.0,2.0,0.0,0.0,1.0,6.0,1.0,0.5263157894736842
8094,TOR2018-01-24,23.0,9.0,20.0,3.0,11.0,0.2727272727272727,2.0,4.0,1.0,9.0,10.0,6.0,4.0,3.0,1.0,1.0,6.0,2.0,0.5,0.45
8095,UTA2018-01-24,24.0,10.0,23.0,2.0,7.0,0.2857142857142857,2.0,2.0,1.0,9.0,10.0,7.0,4.0,4.0,3.0,2.0,6.0,4.0,1.0,0.4347826086956521
8096,DEN2018-01-25,31.0,12.0,20.0,5.0,9.0,0.5555555555555556,2.0,2.0,1.0,6.0,7.0,8.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,0.6
8097,GSW2018-01-25,20.0,7.0,20.0,3.0,11.0,0.2727272727272727,3.0,4.0,2.0,12.0,14.0,4.0,6.0,3.0,4.0,0.0,6.0,3.0,0.75,0.35
8098,MIA2018-01-25,16.0,6.0,17.0,1.0,7.0,0.1428571428571428,3.0,4.0,1.0,11.0,12.0,4.0,9.0,3.0,1.0,2.0,5.0,5.0,0.75,0.3529411764705882
8099,MIN2018-01-25,20.0,7.0,22.0,0.0,7.0,0.0,6.0,8.0,2.0,10.0,12.0,3.0,3.0,3.0,0.0,4.0,3.0,6.0,0.75,0.3181818181818182
8100,NYK2018-01-25,26.0,10.0,17.0,2.0,6.0,0.3333333333333333,4.0,6.0,1.0,6.0,7.0,6.0,3.0,2.0,1.0,0.0,3.0,4.0,0.6666666666666666,0.5882352941176471
8101,OKC2018-01-25,39.0,16.0,24.0,3.0,10.0,0.3,4.0,6.0,3.0,4.0,7.0,7.0,2.0,4.0,1.0,0.0,2.0,6.0,0.6666666666666666,0.6666666666666666
8102,SAC2018-01-25,18.0,8.0,19.0,1.0,3.0,0.3333333333333333,1.0,3.0,2.0,8.0,10.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,0.3333333333333333,0.4210526315789473
8103,WAS2018-01-25,38.0,14.0,22.0,8.0,13.0,0.6153846153846154,2.0,3.0,3.0,5.0,8.0,7.0,6.0,1.0,0.0,1.0,6.0,2.0,0.6666666666666666,0.6363636363636364
8104,ATL2018-01-26,24.0,8.0,21.0,1.0,7.0,0.1428571428571428,7.0,8.0,3.0,7.0,10.0,4.0,4.0,2.0,0.0,3.0,7.0,7.0,0.875,0.3809523809523809
8105,BKN2018-01-26,19.0,8.0,21.0,0.0,5.0,0.0,3.0,3.0,2.0,7.0,9.0,5.0,2.0,2.0,0.0,1.0,7.0,4.0,1.0,0.3809523809523809
8106,CHA2018-01-26,31.0,11.0,24.0,4.0,12.0,0.3333333333333333,5.0,7.0,5.0,9.0,14.0,7.0,2.0,2.0,3.0,0.0,7.0,7.0,0.7142857142857143,0.4583333333333333
8107,CHI2018-01-26,31.0,10.0,27.0,7.0,12.0,0.5833333333333334,4.0,6.0,7.0,11.0,18.0,6.0,3.0,1.0,2.0,1.0,11.0,7.0,0.6666666666666666,0.3703703703703703
8108,CLE2018-01-26,18.0,7.0,17.0,0.0,7.0,0.0,4.0,4.0,3.0,5.0,8.0,1.0,9.0,4.0,1.0,0.0,2.0,5.0,1.0,0.4117647058823529
8109,DAL2018-01-26,25.0,8.0,19.0,3.0,6.0,0.5,6.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,0.0,1.0,7.0,7.0,0.75,0.4210526315789473
8110,HOU2018-01-26,33.0,9.0,18.0,6.0,11.0,0.5454545454545454,9.0,11.0,0.0,9.0,9.0,7.0,2.0,4.0,0.0,0.0,7.0,7.0,0.8181818181818182,0.5
8111,IND2018-01-26,28.0,13.0,19.0,1.0,4.0,0.25,1.0,2.0,0.0,6.0,6.0,8.0,4.0,5.0,0.0,1.0,5.0,2.0,0.5,0.6842105263157895
8112,LAC2018-01-26,26.0,10.0,17.0,0.0,1.0,0.0,6.0,10.0,1.0,11.0,12.0,5.0,4.0,2.0,2.0,2.0,4.0,7.0,0.6,0.5882352941176471
8113,LAL2018-01-26,24.0,6.0,17.0,0.0,2.0,0.0,12.0,15.0,0.0,10.0,10.0,3.0,3.0,3.0,1.0,2.0,7.0,11.0,0.8,0.3529411764705882
8114,MEM2018-01-26,24.0,9.0,24.0,3.0,12.0,0.25,3.0,4.0,3.0,7.0,10.0,7.0,3.0,0.0,2.0,2.0,7.0,4.0,0.75,0.375
8115,MIL2018-01-26,35.0,11.0,19.0,5.0,6.0,0.8333333333333334,8.0,9.0,2.0,11.0,13.0,8.0,2.0,2.0,1.0,0.0,4.0,7.0,0.8888888888888888,0.5789473684210527
