,ID,PTS,FGM,FGA,FG3M,FG3A,FG3_PCT,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,FT_PCT,FG_PCT
5442,LAC2019-01-08,42.0,16.0,25.0,6.0,10.0,0.6,4.0,5.0,2.0,8.0,10.0,7.0,1.0,1.0,1.0,0.0,10.0,4.0,0.8,0.64
5443,MIA2019-01-08,23.0,10.0,21.0,2.0,7.0,0.2857142857142857,1.0,4.0,2.0,6.0,8.0,6.0,3.0,2.0,1.0,1.0,5.0,4.0,0.25,0.4761904761904761
5444,MIN2019-01-08,23.0,6.0,21.0,3.0,13.0,0.2307692307692307,8.0,10.0,6.0,5.0,11.0,5.0,2.0,3.0,1.0,1.0,7.0,6.0,0.8,0.2857142857142857
5445,NYK2019-01-08,27.0,11.0,27.0,1.0,4.0,0.25,4.0,4.0,2.0,8.0,10.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,1.0,0.4074074074074074
5446,OKC2019-01-08,24.0,7.0,15.0,2.0,7.0,0.2857142857142857,8.0,11.0,2.0,8.0,10.0,4.0,5.0,0.0,1.0,1.0,6.0,7.0,0.7272727272727273,0.4666666666666667
5447,PHI2019-01-08,28.0,10.0,23.0,4.0,11.0,0.3636363636363636,4.0,7.0,5.0,8.0,13.0,8.0,6.0,1.0,0.0,0.0,9.0,4.0,0.5714285714285714,0.4347826086956521
5448,PHX2019-01-08,29.0,12.0,24.0,2.0,7.0,0.2857142857142857,3.0,4.0,6.0,7.0,13.0,5.0,8.0,4.0,1.0,2.0,7.0,4.0,0.75,0.5
5449,SAC2019-01-08,25.0,8.0,17.0,4.0,9.0,0.4444444444444444,5.0,9.0,0.0,4.0,4.0,6.0,7.0,5.0,2.0,1.0,4.0,7.0,0.5555555555555556,0.4705882352941176
5450,TOR2019-01-08,24.0,11.0,21.0,0.0,6.0,0.0,2.0,4.0,1.0,4.0,5.0,7.0,1.0,8.0,1.0,0.0,5.0,2.0,0.5,0.5238095238095238
5451,WAS2019-01-08,37.0,13.0,24.0,2.0,5.0,0.4,9.0,11.0,4.0,7.0,11.0,8.0,1.0,3.0,0.0,0.0,4.0,9.0,0.8181818181818182,0.5416666666666666
5452,ATL2019-01-09,20.0,8.0,22.0,2.0,8.0,0.25,2.0,3.0,5.0,7.0,12.0,5.0,7.0,1.0,1.0,2.0,4.0,6.0,0.6666666666666666,0.3636363636363636
5453,BOS2019-01-09,30.0,12.0,24.0,3.0,11.0,0.2727272727272727,3.0,3.0,3.0,13.0,16.0,9.0,5.0,2.0,3.0,0.0,7.0,3.0,1.0,0.5
5454,BKN2019-01-09,30.0,12.0,26.0,4.0,7.0,0.5714285714285714,2.0,2.0,7.0,9.0,16.0,7.0,5.0,3.0,2.0,1.0,6.0,4.0,1.0,0.4615384615384615
5455,CHI2019-01-09,27.0,8.0,22.0,2.0,8.0,0.25,9.0,10.0,2.0,7.0,9.0,5.0,1.0,1.0,0.0,1.0,5.0,9.0,0.9,0.3636363636363636
5456,CLE2019-01-09,33.0,11.0,23.0,3.0,9.0,0.3333333333333333,8.0,10.0,2.0,3.0,5.0,6.0,2.0,3.0,0.0,0.0,10.0,7.0,0.8,0.4782608695652174
5457,DAL2019-01-09,26.0,7.0,14.0,5.0,10.0,0.5,7.0,16.0,2.0,9.0,11.0,6.0,4.0,1.0,1.0,0.0,5.0,9.0,0.4375,0.5
5458,DET2019-01-09,23.0,10.0,17.0,2.0,8.0,0.25,1.0,2.0,0.0,5.0,5.0,6.0,5.0,2.0,0.0,0.0,5.0,5.0,0.5,0.5882352941176471
5459,HOU2019-01-09,26.0,7.0,23.0,4.0,16.0,0.25,8.0,9.0,6.0,9.0,15.0,5.0,3.0,1.0,2.0,0.0,7.0,7.0,0.8888888888888888,0.3043478260869565
5460,IND2019-01-09,28.0,9.0,25.0,3.0,11.0,0.2727272727272727,7.0,11.0,3.0,8.0,11.0,7.0,3.0,1.0,0.0,3.0,3.0,7.0,0.6363636363636364,0.36
5461,LAL2019-01-09,24.0,10.0,20.0,1.0,5.0,0.2,3.0,4.0,3.0,7.0,10.0,5.0,5.0,3.0,0.0,0.0,5.0,5.0,0.75,0.5
5462,MEM2019-01-09,24.0,10.0,23.0,3.0,8.0,0.375,1.0,2.0,2.0,8.0,10.0,5.0,0.0,4.0,2.0,2.0,6.0,4.0,0.5,0.4347826086956521
5463,MIL2019-01-09,24.0,8.0,22.0,1.0,3.0,0.3333333333333333,7.0,8.0,4.0,11.0,15.0,4.0,2.0,1.0,0.0,2.0,7.0,7.0,0.875,0.3636363636363636
5464,NOP2019-01-09,40.0,14.0,20.0,3.0,6.0,0.5,9.0,9.0,1.0,9.0,10.0,11.0,6.0,2.0,0.0,0.0,7.0,10.0,1.0,0.7
5465,ORL2019-01-09,18.0,6.0,20.0,2.0,8.0,0.25,4.0,8.0,3.0,9.0,12.0,2.0,2.0,1.0,1.0,0.0,5.0,6.0,0.5,0.3
5466,PHI2019-01-09,31.0,11.0,18.0,5.0,7.0,0.7142857142857143,4.0,4.0,4.0,6.0,10.0,9.0,8.0,3.0,2.0,0.0,3.0,2.0,1.0,0.6111111111111112
5467,PHX2019-01-09,25.0,9.0,19.0,0.0,6.0,0.0,7.0,9.0,1.0,8.0,9.0,6.0,2.0,1.0,0.0,1.0,9.0,5.0,0.7777777777777778,0.4736842105263157
5468,POR2019-01-09,29.0,11.0,20.0,4.0,7.0,0.5714285714285714,3.0,4.0,1.0,11.0,12.0,7.0,4.0,1.0,1.0,0.0,9.0,5.0,0.75,0.55
5469,SAS2019-01-09,22.0,7.0,17.0,4.0,8.0,0.5,4.0,8.0,2.0,12.0,14.0,4.0,4.0,0.0,2.0,2.0,4.0,6.0,0.5,0.4117647058823529
5470,UTA2019-01-09,28.0,10.0,21.0,4.0,10.0,0.4,4.0,4.0,0.0,12.0,12.0,5.0,2.0,1.0,0.0,1.0,6.0,5.0,1.0,0.4761904761904761
5471,WAS2019-01-09,31.0,13.0,21.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,9.0,4.0,5.0,0.0,2.0,2.0,3.0,1.0,0.6190476190476191
5472,BOS2019-01-10,27.0,9.0,20.0,3.0,7.0,0.4285714285714285,6.0,7.0,2.0,6.0,8.0,8.0,5.0,0.0,0.0,1.0,4.0,6.0,0.8571428571428571,0.45
5473,DEN2019-01-10,28.0,12.0,28.0,2.0,9.0,0.2222222222222222,2.0,3.0,4.0,14.0,18.0,6.0,2.0,1.0,3.0,0.0,10.0,3.0,0.6666666666666666,0.4285714285714285
5474,DET2019-01-10,28.0,9.0,19.0,2.0,8.0,0.25,8.0,9.0,4.0,7.0,11.0,3.0,7.0,5.0,1.0,1.0,6.0,7.0,0.8888888888888888,0.4736842105263157
5475,LAC2019-01-10,24.0,7.0,25.0,0.0,8.0,0.0,10.0,14.0,4.0,11.0,15.0,2.0,1.0,0.0,0.0,3.0,3.0,10.0,0.7142857142857143,0.28
5476,MIA2019-01-10,32.0,12.0,22.0,6.0,11.0,0.5454545454545454,2.0,2.0,2.0,9.0,11.0,9.0,2.0,4.0,1.0,0.0,6.0,4.0,1.0,0.5454545454545454
5477,OKC2019-01-10,37.0,15.0,26.0,5.0,6.0,0.8333333333333334,2.0,2.0,3.0,10.0,13.0,10.0,3.0,2.0,2.0,4.0,6.0,4.0,1.0,0.5769230769230769
5478,SAC2019-01-10,21.0,8.0,16.0,0.0,3.0,0.0,5.0,7.0,0.0,5.0,5.0,6.0,7.0,4.0,1.0,1.0,7.0,6.0,0.7142857142857143,0.5
5479,SAS2019-01-10,25.0,10.0,21.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,6.0,4.0,4.0,0.0,4.0,2.0,4.0,6.0,1.0,0.4761904761904761
5480,ATL2019-01-11,34.0,13.0,19.0,3.0,4.0,0.75,5.0,6.0,2.0,6.0,8.0,9.0,4.0,2.0,1.0,1.0,8.0,5.0,0.8333333333333334,0.6842105263157895
5481,BKN2019-01-11,30.0,11.0,22.0,3.0,7.0,0.4285714285714285,5.0,11.0,3.0,14.0,17.0,6.0,4.0,1.0,2.0,0.0,6.0,7.0,0.4545454545454545,0.5
5482,CHA2019-01-11,28.0,10.0,19.0,4.0,6.0,0.6666666666666666,4.0,6.0,2.0,8.0,10.0,7.0,4.0,1.0,1.0,3.0,1.0,5.0,0.6666666666666666,0.5263157894736842
5483,CHI2019-01-11,33.0,11.0,21.0,4.0,8.0,0.5,7.0,7.0,0.0,4.0,4.0,6.0,0.0,2.0,0.0,3.0,3.0,8.0,1.0,0.5238095238095238
5484,CLE2019-01-11,32.0,9.0,23.0,3.0,12.0,0.25,11.0,12.0,3.0,8.0,11.0,5.0,2.0,4.0,2.0,1.0,6.0,9.0,0.9166666666666666,0.391304347826087
5485,DAL2019-01-11,34.0,13.0,23.0,5.0,10.0,0.5,3.0,3.0,1.0,3.0,4.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,0.5652173913043478
5486,GSW2019-01-11,30.0,13.0,23.0,1.0,6.0,0.1666666666666666,3.0,4.0,3.0,9.0,12.0,6.0,3.0,0.0,3.0,0.0,8.0,3.0,0.75,0.5652173913043478
5487,HOU2019-01-11,28.0,9.0,23.0,4.0,15.0,0.2666666666666666,6.0,7.0,4.0,9.0,13.0,6.0,7.0,2.0,1.0,2.0,9.0,6.0,0.8571428571428571,0.391304347826087
5488,IND2019-01-11,25.0,10.0,20.0,3.0,5.0,0.6,2.0,2.0,2.0,9.0,11.0,7.0,5.0,1.0,0.0,0.0,4.0,5.0,1.0,0.5
5489,LAL2019-01-11,27.0,11.0,23.0,1.0,7.0,0.1428571428571428,4.0,6.0,1.0,9.0,10.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,0.6666666666666666,0.4782608695652174
5490,MIL2019-01-11,24.0,8.0,20.0,4.0,12.0,0.3333333333333333,4.0,6.0,2.0,8.0,10.0,5.0,2.0,1.0,0.0,0.0,3.0,4.0,0.6666666666666666,0.4
5491,MIN2019-01-11,37.0,16.0,25.0,2.0,4.0,0.5,3.0,4.0,4.0,9.0,13.0,11.0,4.0,1.0,2.0,2.0,2.0,4.0,0.75,0.64
5492,NYK2019-01-11,24.0,9.0,23.0,3.0,9.0,0.3333333333333333,3.0,4.0,3.0,7.0,10.0,4.0,4.0,4.0,0.0,0.0,5.0,4.0,0.75,0.391304347826087
5493,PHI2019-01-11,33.0,11.0,22.0,4.0,8.0,0.5,7.0,10.0,4.0,3.0,7.0,10.0,3.0,3.0,1.0,1.0,5.0,8.0,0.7,0.5
5494,POR2019-01-11,26.0,11.0,19.0,4.0,10.0,0.4,0.0,0.0,0.0,7.0,7.0,9.0,5.0,3.0,3.0,1.0,5.0,1.0,,0.5789473684210527
5495,TOR2019-01-11,23.0,8.0,26.0,1.0,9.0,0.1111111111111111,6.0,9.0,4.0,10.0,14.0,3.0,2.0,3.0,0.0,2.0,7.0,6.0,0.6666666666666666,0.3076923076923077
5496,UTA2019-01-11,30.0,11.0,24.0,6.0,15.0,0.4,2.0,2.0,2.0,11.0,13.0,9.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,0.4583333333333333
5497,WAS2019-01-11,28.0,9.0,16.0,5.0,9.0,0.5555555555555556,5.0,6.0,0.0,10.0,10.0,8.0,2.0,1.0,0.0,0.0,4.0,3.0,0.8333333333333334,0.5625
5498,BOS2019-01-12,26.0,7.0,24.0,0.0,8.0,0.0,12.0,14.0,4.0,8.0,12.0,0.0,1.0,1.0,1.0,2.0,4.0,9.0,0.8571428571428571,0.2916666666666667
5499,CHA2019-01-12,21.0,6.0,23.0,4.0,15.0,0.2666666666666666,5.0,7.0,4.0,9.0,13.0,5.0,1.0,2.0,5.0,0.0,3.0,7.0,0.7142857142857143,0.2608695652173913
5500,CHI2019-01-12,20.0,7.0,26.0,0.0,7.0,0.0,6.0,7.0,3.0,9.0,12.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,0.8571428571428571,0.2692307692307692
5501,DEN2019-01-12,24.0,9.0,26.0,3.0,10.0,0.3,3.0,4.0,5.0,9.0,14.0,5.0,2.0,0.0,2.0,3.0,5.0,5.0,0.75,0.3461538461538461
5502,DET2019-01-12,19.0,6.0,20.0,3.0,8.0,0.375,4.0,4.0,5.0,9.0,14.0,3.0,5.0,2.0,0.0,3.0,7.0,4.0,1.0,0.3
5503,LAC2019-01-12,24.0,8.0,19.0,2.0,6.0,0.3333333333333333,6.0,9.0,2.0,9.0,11.0,4.0,3.0,2.0,3.0,0.0,4.0,7.0,0.6666666666666666,0.4210526315789473
5504,MEM2019-01-12,25.0,9.0,19.0,3.0,9.0,0.3333333333333333,4.0,5.0,2.0,8.0,10.0,4.0,5.0,3.0,2.0,1.0,9.0,5.0,0.8,0.4736842105263157
5505,MIA2019-01-12,21.0,6.0,19.0,1.0,6.0,0.1666666666666666,8.0,12.0,5.0,4.0,9.0,2.0,4.0,2.0,1.0,2.0,5.0,9.0,0.6666666666666666,0.3157894736842105
5506,MIN2019-01-12,23.0,8.0,22.0,2.0,6.0,0.3333333333333333,5.0,6.0,5.0,11.0,16.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,0.8333333333333334,0.3636363636363636
5507,NOP2019-01-12,17.0,7.0,22.0,0.0,8.0,0.0,3.0,3.0,2.0,8.0,10.0,2.0,3.0,0.0,2.0,2.0,5.0,4.0,1.0,0.3181818181818182
5508,OKC2019-01-12,36.0,13.0,24.0,2.0,4.0,0.5,8.0,8.0,3.0,7.0,10.0,9.0,0.0,1.0,1.0,3.0,4.0,5.0,1.0,0.5416666666666666
5509,ORL2019-01-12,33.0,12.0,23.0,4.0,10.0,0.4,5.0,6.0,3.0,13.0,16.0,8.0,3.0,1.0,2.0,1.0,9.0,4.0,0.8333333333333334,0.5217391304347826
5510,PHX2019-01-12,21.0,7.0,21.0,1.0,6.0,0.1666666666666666,6.0,7.0,2.0,9.0,11.0,7.0,1.0,2.0,3.0,2.0,5.0,5.0,0.8571428571428571,0.3333333333333333
5511,SAC2019-01-12,22.0,9.0,22.0,4.0,9.0,0.4444444444444444,0.0,1.0,1.0,13.0,14.0,7.0,4.0,0.0,0.0,5.0,7.0,3.0,0.0,0.4090909090909091
5512,SAS2019-01-12,32.0,12.0,23.0,3.0,9.0,0.3333333333333333,5.0,7.0,3.0,7.0,10.0,6.0,1.0,0.0,3.0,1.0,5.0,4.0,0.7142857142857143,0.5217391304347826
5513,UTA2019-01-12,29.0,10.0,20.0,2.0,9.0,0.2222222222222222,7.0,9.0,2.0,15.0,17.0,3.0,4.0,0.0,1.0,1.0,7.0,7.0,0.7777777777777778,0.5
5514,ATL2019-01-13,30.0,8.0,20.0,3.0,10.0,0.3,11.0,13.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,7.0,10.0,0.8461538461538461,0.4
5515,CLE2019-01-13,26.0,8.0,19.0,1.0,3.0,0.3333333333333333,9.0,14.0,1.0,12.0,13.0,4.0,2.0,0.0,2.0,0.0,10.0,11.0,0.6428571428571429,0.4210526315789473
5516,DAL2019-01-13,26.0,7.0,20.0,3.0,10.0,0.3,9.0,12.0,4.0,11.0,15.0,4.0,5.0,2.0,2.0,1.0,5.0,7.0,0.75,0.35
5517,DEN2019-01-13,23.0,8.0,20.0,0.0,4.0,0.0,7.0,7.0,2.0,5.0,7.0,2.0,3.0,2.0,0.0,0.0,6.0,7.0,1.0,0.4
5518,GSW2019-01-13,27.0,9.0,23.0,4.0,10.0,0.4,5.0,6.0,2.0,9.0,11.0,6.0,3.0,3.0,1.0,2.0,7.0,5.0,0.8333333333333334,0.391304347826087
5519,HOU2019-01-13,21.0,7.0,22.0,0.0,8.0,0.0,7.0,8.0,4.0,5.0,9.0,3.0,1.0,1.0,0.0,0.0,4.0,8.0,0.875,0.3181818181818182
5520,LAL2019-01-13,30.0,10.0,25.0,2.0,9.0,0.2222222222222222,8.0,17.0,5.0,13.0,18.0,4.0,2.0,1.0,0.0,2.0,11.0,10.0,0.4705882352941176,0.4
5521,MIL2019-01-13,38.0,13.0,18.0,4.0,7.0,0.5714285714285714,8.0,8.0,0.0,11.0,11.0,8.0,7.0,4.0,1.0,1.0,10.0,7.0,1.0,0.7222222222222222
5522,NYK2019-01-13,23.0,7.0,22.0,4.0,12.0,0.3333333333333333,5.0,6.0,3.0,4.0,7.0,5.0,2.0,2.0,3.0,3.0,8.0,6.0,0.8333333333333334,0.3181818181818182
5523,ORL2019-01-13,30.0,12.0,19.0,3.0,7.0,0.4285714285714285,3.0,3.0,2.0,8.0,10.0,6.0,3.0,0.0,0.0,0.0,8.0,4.0,1.0,0.631578947368421
5524,PHI2019-01-13,25.0,7.0,18.0,1.0,2.0,0.5,10.0,14.0,5.0,13.0,18.0,3.0,5.0,0.0,3.0,3.0,6.0,8.0,0.7142857142857143,0.3888888888888889
5525,POR2019-01-13,25.0,7.0,21.0,1.0,4.0,0.25,10.0,10.0,5.0,8.0,13.0,2.0,3.0,1.0,0.0,0.0,7.0,6.0,1.0,0.3333333333333333
5526,TOR2019-01-13,26.0,8.0,21.0,1.0,5.0,0.2,9.0,11.0,4.0,5.0,9.0,2.0,4.0,1.0,0.0,3.0,5.0,8.0,0.8181818181818182,0.3809523809523809
5527,WAS2019-01-13,40.0,16.0,22.0,6.0,9.0,0.6666666666666666,2.0,5.0,2.0,9.0,11.0,9.0,2.0,2.0,3.0,0.0,8.0,5.0,0.4,0.7272727272727273
5528,BOS2019-01-14,36.0,13.0,25.0,3.0,10.0,0.3,7.0,8.0,4.0,9.0,13.0,7.0,3.0,2.0,5.0,2.0,10.0,5.0,0.875,0.52
5529,BKN2019-01-14,19.0,3.0,18.0,1.0,6.0,0.1666666666666666,12.0,14.0,5.0,7.0,12.0,0.0,5.0,1.0,2.0,5.0,5.0,10.0,0.8571428571428571,0.1666666666666666
5530,CHA2019-01-14,32.0,11.0,20.0,3.0,8.0,0.375,7.0,9.0,2.0,8.0,10.0,3.0,0.0,2.0,1.0,0.0,2.0,8.0,0.7777777777777778,0.55
5531,DET2019-01-14,20.0,6.0,22.0,2.0,10.0,0.2,6.0,8.0,2.0,10.0,12.0,1.0,3.0,3.0,1.0,2.0,9.0,7.0,0.75,0.2727272727272727
5532,HOU2019-01-14,25.0,8.0,18.0,4.0,12.0,0.3333333333333333,5.0,7.0,1.0,10.0,11.0,4.0,3.0,2.0,1.0,2.0,5.0,5.0,0.7142857142857143,0.4444444444444444
5533,LAC2019-01-14,29.0,10.0,23.0,3.0,7.0,0.4285714285714285,6.0,8.0,4.0,10.0,14.0,6.0,2.0,2.0,2.0,2.0,7.0,7.0,0.75,0.4347826086956521
5534,MEM2019-01-14,24.0,10.0,19.0,1.0,5.0,0.2,3.0,6.0,0.0,9.0,9.0,8.0,3.0,1.0,2.0,1.0,5.0,5.0,0.5,0.5263157894736842
5535,NOP2019-01-14,27.0,9.0,23.0,3.0,5.0,0.6,6.0,8.0,3.0,9.0,12.0,4.0,3.0,0.0,2.0,2.0,7.0,7.0,0.75,0.391304347826087
5536,POR2019-01-14,32.0,10.0,25.0,3.0,11.0,0.2727272727272727,9.0,12.0,6.0,5.0,11.0,6.0,1.0,1.0,0.0,0.0,8.0,8.0,0.75,0.4
5537,SAC2019-01-14,32.0,11.0,17.0,4.0,6.0,0.6666666666666666,6.0,11.0,2.0,9.0,11.0,6.0,4.0,0.0,0.0,0.0,8.0,8.0,0.5454545454545454,0.6470588235294118
5538,SAS2019-01-14,21.0,9.0,20.0,3.0,6.0,0.5,0.0,0.0,1.0,7.0,8.0,4.0,4.0,0.0,0.0,1.0,8.0,2.0,,0.45
5539,UTA2019-01-14,25.0,7.0,19.0,4.0,10.0,0.4,7.0,8.0,0.0,13.0,13.0,5.0,4.0,0.0,2.0,1.0,7.0,9.0,0.875,0.3684210526315789
5540,ATL2019-01-15,45.0,17.0,24.0,5.0,7.0,0.7142857142857143,6.0,6.0,3.0,9.0,12.0,9.0,3.0,2.0,2.0,0.0,8.0,7.0,1.0,0.7083333333333334
5541,CHI2019-01-15,32.0,11.0,26.0,3.0,12.0,0.25,7.0,11.0,5.0,9.0,14.0,5.0,4.0,4.0,1.0,0.0,10.0,8.0,0.6363636363636364,0.4230769230769231
5542,DEN2019-01-15,28.0,10.0,24.0,4.0,9.0,0.4444444444444444,4.0,6.0,3.0,8.0,11.0,7.0,2.0,1.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.4166666666666667
5543,GSW2019-01-15,30.0,14.0,23.0,2.0,5.0,0.4,0.0,1.0,2.0,10.0,12.0,9.0,4.0,2.0,0.0,0.0,5.0,2.0,0.0,0.6086956521739131
5544,IND2019-01-15,35.0,13.0,25.0,3.0,6.0,0.5,6.0,7.0,4.0,12.0,16.0,7.0,4.0,3.0,4.0,1.0,3.0,7.0,0.8571428571428571,0.52
5545,LAL2019-01-15,31.0,9.0,19.0,2.0,4.0,0.5,11.0,16.0,3.0,11.0,14.0,4.0,4.0,2.0,0.0,1.0,8.0,10.0,0.6875,0.4736842105263157
5546,MIA2019-01-15,23.0,8.0,20.0,4.0,13.0,0.3076923076923077,3.0,3.0,1.0,7.0,8.0,7.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.4
5547,MIL2019-01-15,31.0,12.0,21.0,5.0,12.0,0.4166666666666667,2.0,2.0,2.0,11.0,13.0,11.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.5714285714285714
5548,MIN2019-01-15,17.0,3.0,20.0,1.0,8.0,0.125,10.0,11.0,1.0,8.0,9.0,2.0,2.0,1.0,0.0,2.0,4.0,9.0,0.9090909090909092,0.15
5549,OKC2019-01-15,26.0,8.0,27.0,2.0,12.0,0.1666666666666666,8.0,12.0,7.0,4.0,11.0,4.0,3.0,2.0,0.0,2.0,7.0,8.0,0.6666666666666666,0.2962962962962963
5550,PHI2019-01-15,34.0,12.0,20.0,6.0,10.0,0.6,4.0,6.0,1.0,15.0,16.0,10.0,1.0,1.0,2.0,0.0,9.0,4.0,0.6666666666666666,0.6
5551,PHX2019-01-15,24.0,9.0,25.0,4.0,11.0,0.3636363636363636,2.0,3.0,3.0,6.0,9.0,6.0,4.0,2.0,1.0,4.0,7.0,3.0,0.6666666666666666,0.36
5552,BOS2019-01-16,30.0,12.0,25.0,4.0,8.0,0.5,2.0,2.0,5.0,8.0,13.0,9.0,3.0,3.0,3.0,0.0,4.0,4.0,1.0,0.48
5553,BKN2019-01-16,46.0,17.0,26.0,6.0,9.0,0.6666666666666666,6.0,8.0,4.0,10.0,14.0,10.0,2.0,0.0,1.0,2.0,9.0,7.0,0.75,0.6538461538461539
5554,CLE2019-01-16,27.0,12.0,28.0,2.0,6.0,0.3333333333333333,1.0,1.0,4.0,9.0,13.0,6.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,0.4285714285714285
5555,DAL2019-01-16,21.0,9.0,26.0,2.0,15.0,0.1333333333333333,1.0,1.0,5.0,6.0,11.0,4.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,0.3461538461538461
5556,DET2019-01-16,19.0,7.0,21.0,1.0,6.0,0.1666666666666666,4.0,5.0,6.0,7.0,13.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,0.8,0.3333333333333333
5557,GSW2019-01-16,37.0,12.0,28.0,4.0,10.0,0.4,9.0,11.0,6.0,13.0,19.0,8.0,0.0,1.0,3.0,1.0,5.0,7.0,0.8181818181818182,0.4285714285714285
5558,HOU2019-01-16,37.0,11.0,22.0,6.0,14.0,0.4285714285714285,9.0,13.0,2.0,6.0,8.0,3.0,1.0,1.0,2.0,1.0,7.0,9.0,0.6923076923076923,0.5
5559,LAC2019-01-16,37.0,16.0,26.0,3.0,4.0,0.75,2.0,4.0,3.0,5.0,8.0,6.0,1.0,0.0,1.0,1.0,7.0,5.0,0.5,0.6153846153846154
5560,MEM2019-01-16,28.0,9.0,23.0,3.0,10.0,0.3,7.0,13.0,4.0,10.0,14.0,7.0,2.0,5.0,1.0,1.0,1.0,9.0,0.5384615384615384,0.391304347826087
5561,MIL2019-01-16,20.0,7.0,19.0,4.0,12.0,0.3333333333333333,2.0,3.0,2.0,14.0,16.0,5.0,7.0,2.0,1.0,1.0,9.0,1.0,0.6666666666666666,0.3684210526315789
5562,NOP2019-01-16,31.0,12.0,26.0,2.0,7.0,0.2857142857142857,5.0,7.0,2.0,10.0,12.0,8.0,1.0,0.0,1.0,3.0,7.0,5.0,0.7142857142857143,0.4615384615384615
5563,ORL2019-01-16,25.0,10.0,19.0,4.0,10.0,0.4,1.0,3.0,2.0,5.0,7.0,7.0,1.0,1.0,1.0,1.0,4.0,3.0,0.3333333333333333,0.5263157894736842
5564,POR2019-01-16,29.0,12.0,23.0,2.0,6.0,0.3333333333333333,3.0,4.0,1.0,11.0,12.0,8.0,0.0,0.0,1.0,1.0,4.0,3.0,0.75,0.5217391304347826
5565,SAS2019-01-16,30.0,12.0,21.0,4.0,6.0,0.6666666666666666,2.0,2.0,2.0,8.0,10.0,8.0,0.0,2.0,1.0,0.0,4.0,5.0,1.0,0.5714285714285714
5566,TOR2019-01-16,25.0,10.0,25.0,2.0,9.0,0.2222222222222222,3.0,3.0,5.0,8.0,13.0,3.0,5.0,2.0,0.0,3.0,4.0,4.0,1.0,0.4
5567,UTA2019-01-16,41.0,15.0,22.0,6.0,8.0,0.75,5.0,10.0,2.0,7.0,9.0,11.0,2.0,0.0,1.0,1.0,5.0,7.0,0.5,0.6818181818181818
5568,CHA2019-01-17,31.0,10.0,20.0,3.0,10.0,0.3,8.0,10.0,2.0,10.0,12.0,6.0,3.0,2.0,0.0,1.0,2.0,8.0,0.8,0.5
5569,CHI2019-01-17,32.0,15.0,23.0,2.0,5.0,0.4,0.0,0.0,2.0,5.0,7.0,10.0,3.0,2.0,1.0,0.0,4.0,2.0,,0.6521739130434783
5570,DEN2019-01-17,32.0,13.0,25.0,3.0,10.0,0.3,3.0,4.0,5.0,5.0,10.0,9.0,2.0,3.0,0.0,1.0,2.0,4.0,0.75,0.52
5571,IND2019-01-17,25.0,11.0,23.0,1.0,6.0,0.1666666666666666,2.0,2.0,2.0,4.0,6.0,4.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,0.4782608695652174
5572,LAL2019-01-17,27.0,11.0,24.0,3.0,8.0,0.375,2.0,3.0,3.0,11.0,14.0,8.0,5.0,3.0,0.0,2.0,8.0,6.0,0.6666666666666666,0.4583333333333333
5573,NYK2019-01-17,11.0,4.0,14.0,1.0,3.0,0.3333333333333333,2.0,2.0,0.0,7.0,7.0,2.0,9.0,0.0,1.0,0.0,5.0,2.0,1.0,0.2857142857142857
5574,OKC2019-01-17,26.0,6.0,21.0,3.0,10.0,0.3,11.0,14.0,4.0,9.0,13.0,6.0,5.0,2.0,2.0,0.0,6.0,8.0,0.7857142857142857,0.2857142857142857
5575,PHI2019-01-17,34.0,13.0,19.0,6.0,8.0,0.75,2.0,2.0,1.0,8.0,9.0,10.0,5.0,2.0,1.0,0.0,2.0,4.0,1.0,0.6842105263157895
5576,PHX2019-01-17,31.0,9.0,20.0,3.0,9.0,0.3333333333333333,10.0,11.0,3.0,9.0,12.0,6.0,5.0,3.0,2.0,3.0,6.0,8.0,0.9090909090909092,0.45
5577,SAC2019-01-17,22.0,10.0,24.0,2.0,9.0,0.2222222222222222,0.0,2.0,4.0,7.0,11.0,5.0,5.0,2.0,1.0,0.0,8.0,2.0,0.0,0.4166666666666667
5578,TOR2019-01-17,34.0,12.0,24.0,3.0,9.0,0.3333333333333333,7.0,8.0,2.0,7.0,9.0,7.0,3.0,3.0,3.0,2.0,8.0,6.0,0.875,0.5
